Deck Name,Card 0,Card 1,Card 2,Card 3,Card 4,Card 5,Card 6,Card 7,Card 8,Card 9,Card 10,Card 11,Card 12,Card 13,Card 14,Card 15,Card 16,Card 17,Card 18,Card 19,Card 20,Card 21,Card 22,Card 23,Card 24,Card 25,Card 26,Card 27,Card 28,Card 29,Games Played
Odd Warrior,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Tar Creeper ×2,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Giggling Inventor ×2,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,,"7,400"
Odd Warrior,Eternium Rover ×2,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Zola the Gorgon ★,Brawl ×2,Direhorn Hatchling,Dyn-o-matic ×2,Elise the Trailblazer ★,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,"7,200"
Odd Warrior,Eternium Rover,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Zola the Gorgon ★,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,"6,200"
Odd Warrior,Eternium Rover ×2,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl,Mind Control Tech,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Zola the Gorgon ★,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Giggling Inventor ×2,Supercollider ×2,Zilliax ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,"6,200"
Odd Warrior,Eternium Rover ×2,Omega Assembly ×2,Shield Slam ×2,Town Crier,Gluttonous Ooze,Mind Control Tech ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Zola the Gorgon ★,Brawl ×2,Darius Crowley ★,Dyn-o-matic ×2,Elise the Trailblazer ★,Giggling Inventor ×2,Supercollider ×2,Zilliax ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,"5,200"
Odd Warrior,Omega Assembly ×2,Shield Slam ×2,Whirlwind,Gluttonous Ooze,Ironbeak Owl,Mind Control Tech ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Giggling Inventor ×2,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,"5,100"
Control Warrior,Omega Assembly,Shield Slam ×2,Dead Man's Hand,Drywhisker Armorer ×2,Execute ×2,Slam,Warpath ×2,Weapons Project ×2,Acolyte of Pain ×2,Reckless Flurry,Shield Block ×2,Stonehill Defender ×2,Blood Razor ×2,Brawl ×2,Giggling Inventor ×2,"Dr. Boom, Mad Genius ★",Geosculptor Yip ★,The Lich King ★,Alexstrasza ★,,,,,,,,,,,,"4,900"
Mecha'thun Warrior,Inner Rage ×2,Eternium Rover ×2,Shield Slam ×2,Town Crier,Whirlwind,Slam ×2,Warpath ×2,Weapons Project ×2,Acolyte of Pain ×2,Shield Block ×2,Blood Razor,Militia Commander,Brawl,Dyn-o-matic ×2,Harrison Jones ★,Supercollider,Zilliax ★,"Dr. Boom, Mad Genius ★",Malygos ★,The Boomship ★,Mecha'thun ★,,,,,,,,,,"4,400"
Odd Warrior,Eternium Rover ×2,Omega Assembly ×2,Shield Slam ×2,Town Crier ×2,Acolyte of Pain ×2,Gluttonous Ooze,Rabid Worgen ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Big Game Hunter,Brawl ×2,Dyn-o-matic ×2,Giggling Inventor ×2,Zilliax ★,"Dr. Boom, Mad Genius ★",Gorehowl,Baku the Mooneater ★,,,,,,,,,,,,,"4,400"
Odd Warrior,Eternium Rover ×2,Omega Assembly ×2,Shield Slam ×2,Town Crier,Gluttonous Ooze,Ironbeak Owl,Mind Control Tech,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Brawl ×2,Darius Crowley ★,Direhorn Hatchling ×2,Dyn-o-matic ×2,Giggling Inventor,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,"4,300"
Mecha'thun Warrior,Inner Rage ×2,Eternium Rover ×2,Shield Slam ×2,Town Crier,Whirlwind ×2,Battle Rage,Slam,Warpath ×2,Weapons Project ×2,Acolyte of Pain ×2,Shield Block ×2,Blood Razor,Militia Commander,Brawl,Dyn-o-matic ×2,Harrison Jones ★,Zilliax ★,"Dr. Boom, Mad Genius ★",Malygos ★,The Boomship ★,Mecha'thun ★,,,,,,,,,,"3,600"
Control Warrior,Shield Slam ×2,Dead Man's Hand,Doomsayer ×2,Drywhisker Armorer ×2,Execute ×2,Warpath ×2,Weapons Project,Acolyte of Pain ×2,Shield Block ×2,Blood Razor ×2,Brawl,Dyn-o-matic ×2,Harrison Jones ★,Zilliax ★,"Dr. Boom, Mad Genius ★",Geosculptor Yip ★,Grommash Hellscream ★,Rotface ★,Scourgelord Garrosh ★,The Lich King ★,The Boomship ★,,,,,,,,,,"3,400"
Odd Warrior,Omega Assembly ×2,Shield Slam ×2,Whirlwind,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Big Game Hunter,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,"3,300"
Odd Warrior,Eternium Rover ×2,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Big Game Hunter,Brawl ×2,Darius Crowley ★,Direhorn Hatchling,Dyn-o-matic ×2,Giggling Inventor ×2,Supercollider ×2,Zilliax ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,"3,200"
Odd Warrior,Omega Assembly ×2,Shield Slam ×2,Fiery War Axe,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Zola the Gorgon ★,Big Game Hunter,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,"3,200"
Quest Warrior,Fire Plume's Heart ★,Shield Slam,Cornered Sentry ×2,Drywhisker Armorer ×2,Execute ×2,Slam,Warpath ×2,Weapons Project,Acolyte of Pain ×2,Phantom Militia ×2,Shield Block ×2,Stonehill Defender ×2,Tar Creeper ×2,Blood Razor ×2,Saronite Chain Gang ×2,Brawl ×2,Harrison Jones ★,Scourgelord Garrosh ★,,,,,,,,,,,,,"3,100"
Odd Warrior,Omega Assembly ×2,Shield Slam ×2,Whirlwind ×2,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech ×2,Reckless Flurry ×2,Shield Block,Stonehill Defender ×2,Zola the Gorgon ★,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,"3,100"
Odd Warrior,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Lone Champion ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Voodoo Doll,Big Game Hunter ×2,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Giggling Inventor ×2,Supercollider ×2,Zilliax ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,,"3,100"
Odd Warrior,Eternium Rover ×2,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Brawl ×2,Direhorn Hatchling,Dyn-o-matic ×2,Elise the Trailblazer ★,Giggling Inventor ×2,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,"2,800"
Odd Warrior,Eternium Rover ×2,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl,Mind Control Tech ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Zola the Gorgon ★,Big Game Hunter,Brawl ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Giggling Inventor ×2,Supercollider,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,"2,800"
Odd Warrior,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Zola the Gorgon ★,Big Game Hunter,Brawl ×2,Direhorn Hatchling,Dyn-o-matic ×2,Elise the Trailblazer ★,Faceless Manipulator,Giggling Inventor ×2,Supercollider ×2,Zilliax ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,"2,700"
Odd Warrior,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl,Mind Control Tech,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Zola the Gorgon ★,Big Game Hunter,Brawl ×2,Direhorn Hatchling,Dyn-o-matic ×2,Elise the Trailblazer ★,Faceless Manipulator,Giggling Inventor ×2,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,"2,700"
Control Warrior,Eternium Rover,Omega Assembly,Shield Slam ×2,Bring It On!,Dead Man's Hand ×2,Drywhisker Armorer,Execute ×2,Warpath ×2,Weapons Project,Acolyte of Pain ×2,Shield Block ×2,Stonehill Defender ×2,Blood Razor ×2,Spellbreaker,Brawl ×2,Giggling Inventor ×2,Harrison Jones ★,"Dr. Boom, Mad Genius ★",Scourgelord Garrosh ★,The Lich King ★,,,,,,,,,,,"2,700"
Quest Warrior,Fire Plume's Heart ★,Drywhisker Armorer ×2,Execute,Slam ×2,Warpath ×2,Acolyte of Pain,Gluttonous Ooze,Phantom Militia ×2,Reckless Flurry,Shield Block ×2,Stonehill Defender ×2,Tar Creeper ×2,Blood Razor ×2,Saronite Chain Gang ×2,Brawl ×2,Rotten Applebaum ×2,Primordial Drake ×2,The Lich King ★,,,,,,,,,,,,,"2,600"
Odd Warrior,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Big Game Hunter,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Giggling Inventor ×2,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,"2,600"
Odd Warrior,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Zola the Gorgon ★,Big Game Hunter,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Giggling Inventor ×2,Supercollider ×2,Zilliax ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,"2,400"
Odd Warrior,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Big Game Hunter,Brawl ×2,Darius Crowley ★,Direhorn Hatchling ×2,Dyn-o-matic ×2,Giggling Inventor ×2,Supercollider ×2,Zilliax ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,,"2,400"
Odd Warrior,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Tar Creeper,Zola the Gorgon ★,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,"2,400"
Mecha'thun Warrior,Inner Rage ×2,Eternium Rover ×2,Shield Slam ×2,Town Crier,Whirlwind,Battle Rage ×2,Warpath ×2,Weapons Project,Acolyte of Pain ×2,Shield Block ×2,Blood Razor ×2,Militia Commander,Brawl,Dyn-o-matic ×2,Harrison Jones ★,Zilliax ★,"Dr. Boom, Mad Genius ★",Scourgelord Garrosh ★,Malygos ★,The Boomship ★,Mecha'thun ★,,,,,,,,,,"2,400"
Odd Warrior,Eternium Rover ×2,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Zola the Gorgon ★,Big Game Hunter,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,"2,200"
Odd Warrior,Eternium Rover ×2,Omega Assembly ×2,Shield Slam ×2,Town Crier,Gluttonous Ooze,Ironbeak Owl,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Zola the Gorgon ★,Brawl ×2,Darius Crowley ★,Dyn-o-matic ×2,Elise the Trailblazer ★,Giggling Inventor ×2,Supercollider,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Gorehowl,Baku the Mooneater ★,,,,,,,,,,"2,200"
Control Warrior,Eternium Rover ×2,Omega Assembly ×2,Shield Slam ×2,Battle Rage,Dead Man's Hand ×2,Execute ×2,Slam ×2,Warpath ×2,Weapons Project,Acolyte of Pain ×2,Shield Block ×2,Blood Razor ×2,Brawl ×2,Giggling Inventor ×2,Harrison Jones ★,Zilliax ★,"Dr. Boom, Mad Genius ★",The Lich King ★,,,,,,,,,,,,,"2,200"
Odd Warrior,Eternium Rover ×2,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl,Mind Control Tech ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Giggling Inventor ×2,Supercollider ×2,Zilliax ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,,"2,200"
Control Warrior,Eternium Rover ×2,Shield Slam ×2,Town Crier,Dead Man's Hand,Execute ×2,Warpath ×2,Weapons Project,Acolyte of Pain ×2,Shield Block ×2,Blood Razor ×2,Militia Commander,Brawl ×2,Dyn-o-matic ×2,Zilliax ★,"Dr. Boom, Mad Genius ★",Geosculptor Yip ★,Grommash Hellscream ★,Rotface ★,The Lich King ★,The Boomship ★,Ysera ★,,,,,,,,,,"2,100"
Odd Warrior,Omega Assembly ×2,Shield Slam ×2,Blackwald Pixie,Gluttonous Ooze,Ironbeak Owl,Mind Control Tech,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Tar Creeper,Zola the Gorgon ★,Big Game Hunter,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,"2,000"
Odd Warrior,Eternium Rover ×2,Omega Assembly ×2,Shield Slam ×2,Town Crier,Gluttonous Ooze,Ironbeak Owl ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Brawl ×2,Darius Crowley ★,Direhorn Hatchling,Dyn-o-matic ×2,Elise the Trailblazer ★,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Gorehowl,Baku the Mooneater ★,,,,,,,,,,,"2,000"
Odd Warrior,Eternium Rover ×2,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl,Mind Control Tech,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Zola the Gorgon ★,Big Game Hunter,Brawl ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Giggling Inventor ×2,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,"1,900"
Odd Warrior,Eternium Rover ×2,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl,Mind Control Tech,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Zola the Gorgon ★,Brawl ×2,Darius Crowley ★,Direhorn Hatchling,Dyn-o-matic ×2,Elise the Trailblazer ★,Giggling Inventor ×2,Supercollider ×2,Zilliax ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,"1,900"
Odd Warrior,Eternium Rover ×2,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Zola the Gorgon ★,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,"1,900"
Odd Warrior,Eternium Rover ×2,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Zola the Gorgon ★,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Supercollider ×2,Zilliax ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,,"1,900"
Quest Warrior,Fire Plume's Heart ★,Armorsmith ×2,Battle Rage ×2,Cornered Sentry ×2,Drywhisker Armorer ×2,Execute ×2,Warpath ×2,Acolyte of Pain ×2,Frothing Berserker ×2,Phantom Militia ×2,Stonehill Defender ×2,Tar Creeper ×2,Blood Razor ×2,Saronite Chain Gang ×2,Brawl ×2,Zilliax ★,,,,,,,,,,,,,,,"1,900"
Quest Warrior,Fire Plume's Heart ★,Shield Slam,Cornered Sentry ×2,Drywhisker Armorer ×2,Execute ×2,Slam ×2,Warpath ×2,Acolyte of Pain ×2,Phantom Militia ×2,Shield Block ×2,Stonehill Defender ×2,Tar Creeper ×2,Blood Razor ×2,Saronite Chain Gang ×2,Brawl ×2,Primordial Drake,Scourgelord Garrosh ★,,,,,,,,,,,,,,"1,900"
Odd Warrior,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Big Game Hunter,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Giggling Inventor ×2,Supercollider,Zilliax ★,"Dr. Boom, Mad Genius ★",Gorehowl,Baku the Mooneater ★,,,,,,,,,,,,"1,900"
Odd Warrior,Eternium Rover,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Big Game Hunter,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Giggling Inventor ×2,Supercollider ×2,Zilliax ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,"1,900"
Odd Warrior,Eternium Rover ×2,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Zola the Gorgon ★,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Giggling Inventor ×2,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,"1,900"
Odd Warrior,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Giggling Inventor ×2,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,,"1,900"
Odd Warrior,Omega Assembly ×2,Shield Slam ×2,Fiery War Axe,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Big Game Hunter,Brawl ×2,Darius Crowley ★,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Faceless Manipulator,Supercollider ×2,Zilliax ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,"1,800"
Odd Quest Warrior,Fire Plume's Heart ★,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl,Mind Control Tech ×2,Phantom Militia ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Tar Creeper ×2,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Giggling Inventor ×2,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,Baku the Mooneater ★,,,,,,,,,,,,,"1,700"
