Deck Name,Card 0,Card 1,Card 2,Card 3,Card 4,Card 5,Card 6,Card 7,Card 8,Card 9,Card 10,Card 11,Card 12,Card 13,Card 14,Card 15,Card 16,Card 17,Card 18,Card 19,Card 20,Card 21,Card 22,Card 23,Card 24,Card 25,Card 26,Card 27,Card 28,Card 29,Games Played
Odd Paladin,Acherus Veteran ×2,Argent Squire ×2,Blessing of Might ×2,Fire Fly ×2,Lost in the Jungle ×2,Righteous Protector ×2,Divine Favor,Raid Leader ×2,Stonehill Defender ×2,Unidentified Maul ×2,Frostwolf Warlord,Fungalmancer ×2,Level Up! ×2,Prince Liam ★,Corridor Creeper ×2,Stormwind Champion,Vinecleaver,Baku the Mooneater ★,,,,,,,,,,,,,"9,000"
Deathrattle Paladin,Doomsayer ×2,Equality ×2,Wild Pyromancer ×2,Acolyte of Pain,Devilsaur Egg ×2,Stonehill Defender ×2,Consecration ×2,Spiritsinger Umbra ★,Truesilver Champion ×2,Carnivorous Cube ×2,Harrison Jones ★,Mechano-Egg ×2,Shrink Ray ×2,Zilliax ★,Mossy Horror,Sunkeeper Tarim ★,Kangor's Endless Army ★,Lay on Hands,Tirion Fordring ★,Uther of the Ebon Blade ★,,,,,,,,,,,"8,900"
Odd Paladin,Acherus Veteran ×2,Argent Squire ×2,Blessing of Might ×2,Fire Fly ×2,Lost in the Jungle ×2,Righteous Protector ×2,Blood Knight ×2,Raid Leader ×2,Unidentified Maul ×2,Void Ripper,Fungalmancer ×2,Giggling Inventor,Leeroy Jenkins ★,Level Up! ×2,Corridor Creeper ×2,Vinecleaver ×2,Baku the Mooneater ★,,,,,,,,,,,,,,"7,900"
Odd Mech Paladin,Argent Squire ×2,Blessing of Might ×2,Glow-Tron ×2,Lost in the Jungle ×2,Mecharoo ×2,Righteous Protector ×2,Bronze Gatekeeper ×2,Divine Favor,Unidentified Maul ×2,Void Ripper ×2,Fungalmancer ×2,Giggling Inventor ×2,Level Up! ×2,Wargear ×2,Vinecleaver ×2,Baku the Mooneater ★,,,,,,,,,,,,,,,"6,800"
Odd Paladin,Acherus Veteran ×2,Argent Squire ×2,Blessing of Might ×2,Fire Fly ×2,Lost in the Jungle ×2,Righteous Protector ×2,Divine Favor,Raid Leader ×2,Stonehill Defender ×2,Unidentified Maul ×2,Fungalmancer ×2,Level Up! ×2,Corridor Creeper ×2,Stormwind Champion ×2,Vinecleaver ×2,Baku the Mooneater ★,,,,,,,,,,,,,,,"6,700"
Odd Paladin,Acherus Veteran ×2,Argent Squire ×2,Blessing of Might,Fire Fly ×2,Lost in the Jungle ×2,Righteous Protector ×2,Divine Favor,Ironbeak Owl,Raid Leader ×2,Stonehill Defender ×2,Unidentified Maul ×2,Fungalmancer ×2,Level Up! ×2,Corridor Creeper ×2,Stormwind Champion ×2,Vinecleaver ×2,Baku the Mooneater ★,,,,,,,,,,,,,,"5,500"
Odd Mech Paladin,Blessing of Might ×2,Fire Fly,Glow-Tron ×2,Lost in the Jungle ×2,Mecharoo ×2,Righteous Protector ×2,Raid Leader ×2,Unidentified Maul ×2,Void Ripper ×2,Fungalmancer ×2,Giggling Inventor ×2,Level Up! ×2,Wargear ×2,Corridor Creeper ×2,Vinecleaver ×2,Baku the Mooneater ★,,,,,,,,,,,,,,,"5,000"
Even Paladin,Acidic Swamp Ooze ×2,Argent Protector ×2,Crystalsmith Kangor ★,Equality ×2,Hydrologist ×2,Blessing of Kings ×2,Chillblade Champion,Consecration ×2,Corpsetaker ×2,Saronite Chain Gang ×2,Spellbreaker,The Glass Knight ★,Truesilver Champion ×2,Avenging Wrath,Genn Greymane ★,Spikeridged Steed ×2,Sunkeeper Tarim ★,Val'anyr ★,The Lich King ★,Tirion Fordring ★,,,,,,,,,,,"4,700"
OTK DK Paladin,Righteous Protector ×2,Bloodmage Thalnos ★,Crystalsmith Kangor ★,Equality ×2,Loot Hoarder ×2,Plated Beetle,Wild Pyromancer ×2,Blackwald Pixie,Stonehill Defender ×2,Zola the Gorgon ★,Ancient Brewmaster ×2,Consecration ×2,Prismatic Lens ×2,Truesilver Champion ×2,Call to Arms ×2,Giggling Inventor ×2,Shrink Ray,Sunkeeper Tarim ★,Uther of the Ebon Blade ★,,,,,,,,,,,,"4,600"
Odd Mech Paladin,Blessing of Might ×2,Fire Fly ×2,Glow-Tron ×2,Lost in the Jungle ×2,Mecharoo ×2,Righteous Protector ×2,Blood Knight ×2,Unidentified Maul ×2,Void Ripper ×2,Fungalmancer ×2,Giggling Inventor ×2,Leeroy Jenkins ★,Level Up! ×2,Corridor Creeper ×2,Vinecleaver ×2,Baku the Mooneater ★,,,,,,,,,,,,,,,"4,300"
Even Paladin,Equality ×2,Hydrologist ×2,Loot Hoarder ×2,Upgradeable Framebot ×2,Wild Pyromancer ×2,Annoy-o-Module ×2,Blessing of Kings ×2,Consecration ×2,Coppertail Imposter ×2,Saronite Chain Gang ×2,Truesilver Champion ×2,Argent Commander ×2,Avenging Wrath ×2,Genn Greymane ★,Mossy Horror,Sunkeeper Tarim ★,Val'anyr ★,,,,,,,,,,,,,,"3,800"
Odd Paladin,Acherus Veteran ×2,Argent Squire ×2,Blessing of Might ×2,Dire Mole ×2,Glacial Shard ×2,Lost in the Jungle ×2,Righteous Protector ×2,Divine Favor ×2,Ironbeak Owl,Tar Creeper ×2,Unidentified Maul ×2,Fungalmancer ×2,Level Up! ×2,Stormwind Champion ×2,Vinecleaver ×2,Baku the Mooneater ★,,,,,,,,,,,,,,,"3,700"
Odd Paladin,Acherus Veteran ×2,Argent Squire ×2,Blessing of Might ×2,Dire Mole ×2,Glacial Shard ×2,Light's Justice,Lost in the Jungle ×2,Righteous Protector ×2,Divine Favor ×2,Ironbeak Owl,Stonehill Defender ×2,Sword of Justice,Unidentified Maul ×2,Fungalmancer ×2,Level Up! ×2,Stormwind Champion,Vinecleaver,Baku the Mooneater ★,,,,,,,,,,,,,"3,200"
OTK DK Paladin,Righteous Protector ×2,Bloodmage Thalnos ★,Equality ×2,Loot Hoarder ×2,Plated Beetle ×2,Wild Pyromancer ×2,Aldor Peacekeeper,Blackwald Pixie,Stonehill Defender ×2,Zola the Gorgon ★,Ancient Brewmaster ×2,Consecration ×2,Prismatic Lens,Truesilver Champion ×2,Call to Arms ×2,Giggling Inventor ×2,Shrink Ray,Sunkeeper Tarim ★,Uther of the Ebon Blade ★,,,,,,,,,,,,"3,200"
Odd Mech Paladin,Blessing of Might ×2,Fire Fly ×2,Glow-Tron ×2,Lost in the Jungle ×2,Mecharoo ×2,Righteous Protector ×2,Blood Knight ×2,Divine Favor,Unidentified Maul ×2,Void Ripper ×2,Fungalmancer ×2,Giggling Inventor ×2,Level Up! ×2,Corridor Creeper ×2,Vinecleaver ×2,Baku the Mooneater ★,,,,,,,,,,,,,,,"2,900"
Odd Mech Paladin,Blessing of Might ×2,Fire Fly ×2,Glow-Tron ×2,Lost in the Jungle ×2,Mecharoo ×2,Righteous Protector ×2,Blood Knight ×2,Divine Favor,Unidentified Maul ×2,Void Ripper ×2,Fungalmancer ×2,Giggling Inventor,Level Up! ×2,Wargear,Corridor Creeper ×2,Vinecleaver ×2,Baku the Mooneater ★,,,,,,,,,,,,,,"2,700"
Murloc Paladin,Lost in the Jungle ×2,Murloc Tidecaller ×2,Righteous Protector ×2,Hydrologist ×2,Knife Juggler ×2,Rockpool Hunter ×2,Coldlight Seer,Divine Favor ×2,Murloc Warleader ×2,Nightmare Amalgam ×2,Unidentified Maul ×2,Blessing of Kings,Gentle Megasaur ×2,Spellbreaker,Call to Arms ×2,Fungalmancer,Sunkeeper Tarim ★,Vinecleaver,,,,,,,,,,,,,"2,600"
Odd Paladin,Acherus Veteran ×2,Argent Squire ×2,Blessing of Might ×2,Fire Fly ×2,Lost in the Jungle ×2,Righteous Protector ×2,Divine Favor ×2,Raid Leader ×2,Stonehill Defender ×2,Unidentified Maul ×2,Fungalmancer ×2,Leeroy Jenkins ★,Level Up! ×2,Corridor Creeper,Stormwind Champion,Vinecleaver ×2,Baku the Mooneater ★,,,,,,,,,,,,,,"2,500"
Mech Paladin,Faithful Lumi ×2,Glow-Tron ×2,Mecharoo ×2,Equality ×2,Galvanizer ×2,Rebuke,Upgradeable Framebot ×2,Bronze Gatekeeper ×2,Divine Favor ×2,Harvest Golem,Annoy-o-Module,Blessing of Kings ×2,Consecration ×2,Spellbreaker,Truesilver Champion ×2,Fungalmancer ×2,Wargear ×2,,,,,,,,,,,,,,"2,200"
Odd Paladin,Acherus Veteran ×2,Argent Squire ×2,Blessing of Might ×2,Fire Fly ×2,Lost in the Jungle ×2,Righteous Protector ×2,Divine Favor,Ironbeak Owl,Raid Leader ×2,Stonehill Defender ×2,Unidentified Maul ×2,Fungalmancer ×2,Level Up! ×2,Corridor Creeper ×2,Stormwind Champion,Vinecleaver ×2,Baku the Mooneater ★,,,,,,,,,,,,,,"2,200"
Odd Paladin,Abusive Sergeant ×2,Acherus Veteran ×2,Argent Squire ×2,Blessing of Might ×2,Fire Fly,Lost in the Jungle ×2,Righteous Protector ×2,Divine Favor ×2,Raid Leader ×2,Stonehill Defender ×2,Unidentified Maul ×2,Fungalmancer ×2,Leeroy Jenkins ★,Level Up! ×2,Corridor Creeper ×2,Vinecleaver,Baku the Mooneater ★,,,,,,,,,,,,,,"2,200"
Odd Paladin,Blessing of Might ×2,Fire Fly,Glow-Tron ×2,Lost in the Jungle ×2,Mecharoo ×2,Righteous Protector ×2,Blood Knight ×2,Raid Leader ×2,Unidentified Maul ×2,Void Ripper ×2,Fungalmancer ×2,Giggling Inventor ×2,Level Up! ×2,Corridor Creeper ×2,Vinecleaver ×2,Baku the Mooneater ★,,,,,,,,,,,,,,,"2,200"
Odd Paladin,Acherus Veteran ×2,Argent Squire ×2,Blessing of Might ×2,Fire Fly ×2,Lost in the Jungle ×2,Righteous Protector ×2,Divine Favor,Ironbeak Owl,Raid Leader ×2,Stonehill Defender ×2,Unidentified Maul ×2,Frostwolf Warlord,Fungalmancer ×2,Level Up! ×2,Corridor Creeper ×2,Stormwind Champion,Vinecleaver,Baku the Mooneater ★,,,,,,,,,,,,,"2,100"
Odd Paladin,Acherus Veteran ×2,Argent Squire ×2,Blessing of Might ×2,Fire Fly ×2,Lost in the Jungle ×2,Righteous Protector ×2,Divine Favor,Raid Leader ×2,Stonehill Defender ×2,Unidentified Maul ×2,Frostwolf Warlord,Fungalmancer ×2,Leeroy Jenkins ★,Level Up! ×2,Corridor Creeper ×2,Stormwind Champion,Vinecleaver,Baku the Mooneater ★,,,,,,,,,,,,,"2,000"
Odd Paladin,Acherus Veteran ×2,Argent Squire ×2,Blessing of Might ×2,Fire Fly ×2,Lost in the Jungle ×2,Righteous Protector ×2,Divine Favor,Ironbeak Owl,Raid Leader ×2,Stonehill Defender ×2,Unidentified Maul ×2,Fungalmancer ×2,Leeroy Jenkins ★,Level Up! ×2,Corridor Creeper ×2,Stormwind Champion,Vinecleaver,Baku the Mooneater ★,,,,,,,,,,,,,"1,900"
OTK DK Paladin,Righteous Protector ×2,Bloodmage Thalnos ★,Equality ×2,Loot Hoarder ×2,Plated Beetle ×2,Wild Pyromancer ×2,Blackwald Pixie,Gluttonous Ooze,Stonehill Defender ×2,Zola the Gorgon ★,Ancient Brewmaster ×2,Consecration ×2,Prismatic Lens,Truesilver Champion ×2,Call to Arms ×2,Giggling Inventor ×2,Shrink Ray,Sunkeeper Tarim ★,Uther of the Ebon Blade ★,,,,,,,,,,,,"1,900"
Odd Paladin,Acherus Veteran ×2,Argent Squire ×2,Blessing of Might ×2,Fire Fly ×2,Lost in the Jungle ×2,Righteous Protector ×2,Blood Knight ×2,Raid Leader ×2,Unidentified Maul ×2,Void Ripper ×2,Fungalmancer ×2,Leeroy Jenkins ★,Level Up! ×2,Corridor Creeper ×2,Vinecleaver ×2,Baku the Mooneater ★,,,,,,,,,,,,,,,"1,800"
Odd Paladin,Acherus Veteran ×2,Argent Squire ×2,Blessing of Might,Fire Fly ×2,Lost in the Jungle ×2,Righteous Protector ×2,Divine Favor,Ironbeak Owl,Raid Leader ×2,Stonehill Defender ×2,Unidentified Maul ×2,Fungalmancer ×2,Leeroy Jenkins ★,Level Up! ×2,Corridor Creeper ×2,Stormwind Champion,Vinecleaver ×2,Baku the Mooneater ★,,,,,,,,,,,,,"1,800"
Mech Paladin,Blessing of Wisdom ×2,Glow-Tron ×2,Crystology,Equality ×2,Wild Pyromancer ×2,Bronze Gatekeeper ×2,Stonehill Defender ×2,Void Ripper ×2,Annoy-o-Module ×2,Consecration ×2,Meat Wagon ×2,Spiritsinger Umbra ★,Mechano-Egg ×2,Wargear,Zilliax ★,Mossy Horror,Sunkeeper Tarim ★,Val'anyr ★,Kangor's Endless Army ★,,,,,,,,,,,,"1,800"
Odd Paladin,Blessing of Might ×2,Fire Fly ×2,Glow-Tron ×2,Lost in the Jungle ×2,Mecharoo ×2,Righteous Protector ×2,Divine Favor,Raid Leader,Stonehill Defender,Unidentified Maul ×2,Void Ripper ×2,Fungalmancer ×2,Level Up! ×2,Wargear ×2,Corridor Creeper ×2,Vinecleaver ×2,Baku the Mooneater ★,,,,,,,,,,,,,,"1,800"
Odd Paladin,Acherus Veteran,Argent Squire,Blessing of Might ×2,Fire Fly ×2,Glow-Tron ×2,Lost in the Jungle ×2,Righteous Protector ×2,Blood Knight ×2,Divine Favor,Raid Leader ×2,Unidentified Maul ×2,Void Ripper,Fungalmancer ×2,Leeroy Jenkins ★,Level Up! ×2,Corridor Creeper ×2,Vinecleaver ×2,Baku the Mooneater ★,,,,,,,,,,,,,"1,600"
Odd Paladin,Blessing of Might ×2,Fire Fly ×2,Glow-Tron ×2,Lost in the Jungle ×2,Mecharoo ×2,Righteous Protector ×2,Divine Favor ×2,Raid Leader ×2,Unidentified Maul ×2,Void Ripper ×2,Fungalmancer ×2,Leeroy Jenkins ★,Level Up! ×2,Corridor Creeper ×2,Vinecleaver ×2,Baku the Mooneater ★,,,,,,,,,,,,,,,"1,600"
Odd Paladin,Acherus Veteran ×2,Argent Squire ×2,Blessing of Might ×2,Fire Fly ×2,Lost in the Jungle ×2,Righteous Protector ×2,Divine Favor,Raid Leader ×2,Stonehill Defender ×2,Unidentified Maul ×2,Fungalmancer ×2,Giggling Inventor ×2,Leeroy Jenkins ★,Level Up! ×2,Stormwind Champion,Vinecleaver ×2,Baku the Mooneater ★,,,,,,,,,,,,,,"1,600"
Mech Paladin,Crystology ×2,Equality ×2,Wild Pyromancer ×2,Aldor Peacekeeper,Bronze Gatekeeper ×2,Stonehill Defender ×2,Annoy-o-Module ×2,Consecration ×2,Meat Wagon,Prismatic Lens,Spellbreaker,Truesilver Champion ×2,Mechano-Egg ×2,Wargear ×2,Zilliax ★,Skulking Geist,Spikeridged Steed,Sunkeeper Tarim ★,Val'anyr ★,Kangor's Endless Army ★,,,,,,,,,,,"1,500"
Odd Paladin,Acherus Veteran,Blessing of Might ×2,Dire Mole ×2,Fire Fly ×2,Lost in the Jungle ×2,Righteous Protector ×2,Divine Favor,Raid Leader ×2,Unidentified Maul ×2,Void Ripper ×2,Fungalmancer ×2,Giggling Inventor ×2,Leeroy Jenkins ★,Level Up! ×2,Corridor Creeper ×2,Vinecleaver ×2,Baku the Mooneater ★,,,,,,,,,,,,,,"1,500"
Odd Paladin,Acherus Veteran ×2,Argent Squire ×2,Blessing of Might ×2,Fire Fly ×2,Lost in the Jungle ×2,Righteous Protector ×2,Divine Favor,Raid Leader ×2,Stonehill Defender ×2,Unidentified Maul ×2,Void Ripper,Fungalmancer ×2,Leeroy Jenkins ★,Level Up! ×2,Corridor Creeper ×2,Vinecleaver ×2,Baku the Mooneater ★,,,,,,,,,,,,,,"1,400"
Mech Paladin,Glow-Tron ×2,Lost in the Jungle ×2,Mecharoo ×2,Righteous Protector ×2,Dire Wolf Alpha ×2,Knife Juggler ×2,Upgradeable Framebot ×2,Bronze Gatekeeper ×2,Divine Favor ×2,Unidentified Maul ×2,Annoy-o-Module ×2,Spellbreaker,Fungalmancer ×2,Giggling Inventor ×2,Wargear ×2,Vinecleaver,,,,,,,,,,,,,,,"1,400"
Odd Paladin,Acherus Veteran ×2,Argent Squire ×2,Blessing of Might ×2,Fire Fly ×2,Lost in the Jungle ×2,Righteous Protector ×2,Blood Knight,Divine Favor,Raid Leader ×2,Unidentified Maul ×2,Void Ripper ×2,Fungalmancer ×2,Leeroy Jenkins ★,Level Up! ×2,Corridor Creeper ×2,Vinecleaver ×2,Baku the Mooneater ★,,,,,,,,,,,,,,"1,300"
Deathrattle Paladin,Crystology ×2,Equality ×2,Wild Pyromancer ×2,Aldor Peacekeeper,Devilsaur Egg ×2,Stonehill Defender ×2,Consecration ×2,Defender of Argus,Meat Wagon ×2,Spiritsinger Umbra ★,Truesilver Champion,Carnivorous Cube ×2,Mechano-Egg ×2,Shrink Ray,Zilliax ★,Mossy Horror,Spikeridged Steed,Sunkeeper Tarim ★,Kangor's Endless Army ★,Dinosize,Uther of the Ebon Blade ★,,,,,,,,,,"1,200"
Odd Paladin,Acherus Veteran ×2,Argent Squire ×2,Blessing of Might ×2,Fire Fly ×2,Lost in the Jungle ×2,Righteous Protector ×2,Divine Favor,Ironbeak Owl,Raid Leader ×2,Stonehill Defender ×2,Unidentified Maul ×2,Fungalmancer ×2,Leeroy Jenkins ★,Level Up! ×2,Corridor Creeper,Stormwind Champion,Vinecleaver ×2,Baku the Mooneater ★,,,,,,,,,,,,,"1,100"
Deathrattle Paladin,Doomsayer ×2,Equality ×2,Wild Pyromancer ×2,Acolyte of Pain,Devilsaur Egg ×2,Gluttonous Ooze,Stonehill Defender ×2,Consecration ×2,Spiritsinger Umbra ★,Truesilver Champion ×2,Carnivorous Cube ×2,Mechano-Egg ×2,Shrink Ray ×2,Zilliax ★,Mossy Horror,Sunkeeper Tarim ★,Kangor's Endless Army ★,Lay on Hands,Tirion Fordring ★,Uther of the Ebon Blade ★,,,,,,,,,,,"1,100"
Mech Paladin,Argent Squire,Righteous Protector ×2,Prince Keleseth ★,Acolyte of Pain ×2,Benevolent Djinn,Blood Knight ×2,Annoy-o-Module ×2,Chillblade Champion ×2,Corpsetaker,Spellbreaker,The Glass Knight ★,Truesilver Champion ×2,Giggling Inventor ×2,Zilliax ★,Blackguard ×2,Sunkeeper Tarim ★,Spiteful Summoner ×2,Dinosize ×2,Silver Sword,Uther of the Ebon Blade ★,,,,,,,,,,,"1,100"
Even Paladin,Argent Protector,Bloodmage Thalnos ★,Crystalsmith Kangor ★,Equality ×2,Loot Hoarder ×2,Plated Beetle ×2,Sound the Bells! ×2,Wild Pyromancer ×2,Blessing of Kings ×2,Consecration ×2,Saronite Chain Gang ×2,Spellbreaker,The Glass Knight ★,Truesilver Champion ×2,Argent Commander ×2,Genn Greymane ★,Spikeridged Steed,Sunkeeper Tarim ★,Val'anyr ★,The Lich King ★,,,,,,,,,,,"1,100"
Odd Paladin,Acherus Veteran ×2,Argent Squire ×2,Blessing of Might ×2,Fire Fly ×2,Lost in the Jungle ×2,Righteous Protector ×2,Blood Knight ×2,Boisterous Bard,Raid Leader ×2,Unidentified Maul ×2,Void Ripper,Fungalmancer ×2,Leeroy Jenkins ★,Level Up! ×2,Corridor Creeper ×2,Vinecleaver ×2,Baku the Mooneater ★,,,,,,,,,,,,,,"1,100"
Mech Paladin,Crystology,Equality ×2,Loot Hoarder ×2,Wild Pyromancer ×2,Aldor Peacekeeper,Bronze Gatekeeper ×2,Stonehill Defender ×2,Annoy-o-Module ×2,Consecration ×2,Meat Wagon,Spellbreaker,Truesilver Champion ×2,Mechano-Egg ×2,Wargear ×2,Zilliax ★,Spikeridged Steed ×2,Sunkeeper Tarim ★,Val'anyr ★,Kangor's Endless Army ★,,,,,,,,,,,,"1,000"
Odd Paladin,Acherus Veteran ×2,Argent Squire ×2,Blessing of Might ×2,Fire Fly ×2,Lost in the Jungle ×2,Righteous Protector ×2,Divine Favor ×2,Ironbeak Owl ×2,Raid Leader ×2,Stonehill Defender ×2,Unidentified Maul ×2,Fungalmancer ×2,Level Up! ×2,Stormwind Champion,Vinecleaver ×2,Baku the Mooneater ★,,,,,,,,,,,,,,,"1,000"
Odd Paladin,Acherus Veteran,Argent Squire ×2,Blessing of Might ×2,Fire Fly ×2,Lost in the Jungle ×2,Righteous Protector ×2,Divine Favor,Raid Leader ×2,Stonehill Defender ×2,Unidentified Maul ×2,Void Ripper ×2,Fungalmancer ×2,Leeroy Jenkins ★,Level Up! ×2,Corridor Creeper ×2,Stormwind Champion,Vinecleaver,Baku the Mooneater ★,,,,,,,,,,,,,"1,000"
Deathrattle Paladin,Doomsayer ×2,Equality ×2,Wild Pyromancer ×2,Devilsaur Egg ×2,Gluttonous Ooze,Stonehill Defender ×2,Consecration ×2,Spiritsinger Umbra ★,Truesilver Champion ×2,Carnivorous Cube ×2,Harrison Jones ★,Mechano-Egg ×2,Shrink Ray ×2,Zilliax ★,Mossy Horror,Sunkeeper Tarim ★,Kangor's Endless Army ★,Lay on Hands,Tirion Fordring ★,Uther of the Ebon Blade ★,,,,,,,,,,,"1,000"
Odd Mech Paladin,Glow-Tron ×2,Lost in the Jungle ×2,Righteous Protector ×2,Bronze Gatekeeper ×2,Divine Favor,Nightmare Amalgam,Stonehill Defender ×2,Unidentified Maul ×2,Void Ripper,Fungalmancer ×2,Giggling Inventor ×2,Level Up! ×2,Mechano-Egg ×2,Wargear ×2,Zilliax ★,Kangor's Endless Army ★,Vinecleaver ×2,Baku the Mooneater ★,,,,,,,,,,,,,"1,000"
Murloc Paladin,Glow-Tron ×2,Murloc Tidecaller ×2,Righteous Protector ×2,Hydrologist ×2,Rockpool Hunter ×2,Divine Favor,Murloc Warleader ×2,Nightmare Amalgam ×2,Unidentified Maul ×2,Annoy-o-Module ×2,Gentle Megasaur ×2,Call to Arms ×2,Fungalmancer ×2,Giggling Inventor ×2,Wargear ×2,Sunkeeper Tarim ★,,,,,,,,,,,,,,,"1,000"
Mech Paladin,Glow-Tron ×2,Righteous Protector,Equality ×2,Hydrologist,Aldor Peacekeeper,Bronze Gatekeeper ×2,Nightmare Amalgam,Unidentified Maul,Void Ripper,Annoy-o-Module ×2,Blessing of Kings,Consecration ×2,Truesilver Champion,Mechano-Egg ×2,Wargear ×2,Zilliax ★,Spikeridged Steed ×2,Sunkeeper Tarim ★,Val'anyr ★,Kangor's Endless Army ★,The Lich King ★,Tirion Fordring ★,,,,,,,,,"1,000"
