Deck Name,Card 0,Card 1,Card 2,Card 3,Card 4,Card 5,Card 6,Card 7,Card 8,Card 9,Card 10,Card 11,Card 12,Card 13,Card 14,Card 15,Card 16,Card 17,Card 18,Card 19,Card 20,Card 21,Card 22,Card 23,Card 24,Card 25,Card 26,Card 27,Card 28,Card 29,Games Played
Tempo Mage,Arcane Missiles ×2,Mana Wyrm ×2,Shooting Star ×2,Arcanologist ×2,Bloodmage Thalnos ★,Frostbolt ×2,Primordial Glyph ×2,Sorcerer's Apprentice ×2,Arcane Intellect,Cinderstorm ×2,Counterspell,Explosive Runes ×2,Kirin Tor Mage ×2,Stargazer Luna ★,Cosmic Anomaly ×2,Fireball ×2,Aluneth ★,Pyroblast,,,,,,,,,,,,,"13,000"
Tempo Mage,Arcane Missiles ×2,Mana Wyrm ×2,Shooting Star ×2,Arcane Explosion ×2,Celestial Emissary ×2,Flame Geyser ×2,Frostbolt ×2,Spellshifter ×2,Unpowered Mauler ×2,Arcane Intellect ×2,Cinderstorm ×2,Stargazer Luna ★,Cosmic Anomaly ×2,Fireball ×2,Unexpected Results ×2,Aluneth ★,,,,,,,,,,,,,,,"12,000"
Tempo Mage,Arcane Missiles ×2,Mana Wyrm ×2,Shooting Star ×2,Arcanologist ×2,Celestial Emissary,Frostbolt ×2,Primordial Glyph ×2,Sorcerer's Apprentice ×2,Arcane Intellect ×2,Cinderstorm ×2,Counterspell,Explosive Runes ×2,Kirin Tor Mage ×2,Cosmic Anomaly ×2,Fireball ×2,Aluneth ★,Pyroblast,,,,,,,,,,,,,,"10,000"
Big Spell Mage,Arcane Artificer ×2,Doomsayer ×2,Acolyte of Pain,Gluttonous Ooze,Stonehill Defender,Voodoo Doll,Bright-Eyed Scout ×2,Polymorph ×2,Dragon's Fury ×2,Giggling Inventor ×2,Blizzard ×2,Meteor ×2,Skulking Geist,Astromancer ×2,Baron Geddon ★,Flamestrike,Sindragosa ★,The Lich King ★,Alexstrasza ★,Dragoncaller Alanna ★,Frost Lich Jaina ★,,,,,,,,,,"9,900"
Big Spell Mage,Arcane Artificer ×2,Raven Familiar ×2,Gluttonous Ooze,Stonehill Defender ×2,Voodoo Doll ×2,Bright-Eyed Scout ×2,Polymorph ×2,Dragon's Fury ×2,Zilliax ★,Blizzard ×2,Meteor ×2,Skulking Geist,Astromancer ×2,Flamestrike ×2,Sindragosa ★,The Lich King ★,Alexstrasza ★,Dragoncaller Alanna ★,Frost Lich Jaina ★,,,,,,,,,,,,"9,200"
Freeze Mage,Arcane Artificer ×2,Bloodmage Thalnos ★,Doomsayer ×2,Novice Engineer ×2,Primordial Glyph ×2,Research Project ×2,Sorcerer's Apprentice ×2,Arcane Intellect ×2,Frost Nova ×2,Simulacrum ×2,Cone of Cold ×2,Leyline Manipulator,Molten Reflection,Witchwood Piper ×2,Giggling Inventor ×2,Blizzard ×2,Archmage Antonidas ★,,,,,,,,,,,,,,"9,000"
Tempo Mage,Arcane Missiles ×2,Mana Wyrm ×2,Shooting Star ×2,Arcanologist ×2,Frostbolt ×2,Primordial Glyph ×2,Sorcerer's Apprentice ×2,Arcane Intellect ×2,Cinderstorm ×2,Counterspell,Explosive Runes ×2,Kirin Tor Mage ×2,Stargazer Luna ★,Cosmic Anomaly ×2,Fireball ×2,Aluneth ★,Pyroblast,,,,,,,,,,,,,,"8,000"
Tempo Mage,Arcane Missiles ×2,Mana Wyrm ×2,Shooting Star ×2,Arcanologist ×2,Frostbolt ×2,Primordial Glyph ×2,Sorcerer's Apprentice ×2,Arcane Intellect ×2,Cinderstorm ×2,Counterspell,Explosive Runes ×2,Kirin Tor Mage ×2,Stargazer Luna ★,Cosmic Anomaly ×2,Fireball ×2,Aluneth ★,Archmage Antonidas ★,,,,,,,,,,,,,,"7,600"
Tempo Mage,Arcane Missiles ×2,Mana Wyrm ×2,Shooting Star ×2,Arcanologist ×2,Bloodmage Thalnos ★,Frostbolt ×2,Primordial Glyph ×2,Sorcerer's Apprentice ×2,Arcane Intellect,Cinderstorm ×2,Counterspell ×2,Explosive Runes ×2,Kirin Tor Mage ×2,Stargazer Luna ★,Cosmic Anomaly ×2,Fireball ×2,Aluneth ★,,,,,,,,,,,,,,"7,200"
Tempo Mage,Arcane Missiles ×2,Mana Wyrm ×2,Shooting Star ×2,Arcanologist ×2,Celestial Emissary,Frostbolt ×2,Primordial Glyph ×2,Sorcerer's Apprentice ×2,Arcane Intellect ×2,Cinderstorm ×2,Counterspell ×2,Explosive Runes ×2,Kirin Tor Mage ×2,Cosmic Anomaly ×2,Fireball ×2,Aluneth ★,,,,,,,,,,,,,,,"6,900"
Tempo Mage,Arcane Missiles ×2,Mana Wyrm ×2,Shooting Star ×2,Arcanologist ×2,Bloodmage Thalnos ★,Frostbolt ×2,Primordial Glyph ×2,Sorcerer's Apprentice ×2,Arcane Intellect,Cinderstorm ×2,Counterspell,Explosive Runes ×2,Kirin Tor Mage ×2,Stargazer Luna ★,Cosmic Anomaly ×2,Fireball ×2,Aluneth ★,Archmage Antonidas ★,,,,,,,,,,,,,"6,900"
Tempo Mage,Arcane Missiles ×2,Mana Wyrm ×2,Shooting Star ×2,Arcanologist ×2,Frostbolt ×2,Primordial Glyph ×2,Sorcerer's Apprentice ×2,Arcane Intellect ×2,Cinderstorm ×2,Counterspell ×2,Explosive Runes ×2,Kirin Tor Mage ×2,Cosmic Anomaly ×2,Fireball ×2,Aluneth ★,Pyroblast,,,,,,,,,,,,,,,"6,700"
Tempo Mage,Arcane Missiles,Mana Wyrm ×2,Shooting Star ×2,Amani Berserker ×2,Arcanologist ×2,Frostbolt ×2,Primordial Glyph ×2,Sorcerer's Apprentice ×2,Arcane Intellect,Cinderstorm ×2,Counterspell,Explosive Runes ×2,Kirin Tor Mage ×2,Mirror Entity,Stargazer Luna ★,Cosmic Anomaly ×2,Fireball ×2,Aluneth ★,,,,,,,,,,,,,"6,500"
Quest Mage,Arcane Artificer ×2,Fire Fly ×2,Glacial Shard ×2,Open the Waygate ★,Archmage Arugal ★,Book of Specters ×2,Lesser Ruby Spellstone ×2,Primordial Glyph ×2,Shimmering Tempest ×2,Sorcerer's Apprentice ×2,Questing Adventurer ×2,Stargazer Luna ★,Tar Creeper ×2,Witch's Cauldron ×2,Leyline Manipulator ×2,Steam Surger ×2,Archmage Antonidas ★,,,,,,,,,,,,,,"6,200"
Tempo Mage,Arcane Missiles ×2,Mana Wyrm ×2,Shooting Star ×2,Arcanologist ×2,Bloodmage Thalnos ★,Frostbolt ×2,Primordial Glyph ×2,Sorcerer's Apprentice ×2,Arcane Intellect,Cinderstorm ×2,Counterspell,Explosive Runes ×2,Kirin Tor Mage ×2,Mirror Entity,Stargazer Luna ★,Cosmic Anomaly ×2,Fireball ×2,Aluneth ★,,,,,,,,,,,,,"6,100"
Elemental Mage,Fire Fly ×2,Glacial Shard,Book of Specters ×2,Pyros ★,Stonehill Defender ×2,Tar Creeper ×2,Voodoo Doll ×2,Fire Plume Phoenix ×2,Steam Surger ×2,Tol'vir Stoneshaper ×2,Bonfire Elemental ×2,Meteorologist ×2,Mossy Horror,Astromancer ×2,Blazecaller ×2,Frost Lich Jaina ★,Mountain Giant ×2,,,,,,,,,,,,,,"5,600"
Tempo Mage,Arcane Missiles ×2,Mana Wyrm ×2,Shooting Star ×2,Arcanologist ×2,Celestial Emissary,Frostbolt ×2,Primordial Glyph ×2,Sorcerer's Apprentice ×2,Arcane Intellect,Cinderstorm ×2,Counterspell ×2,Explosive Runes ×2,Kirin Tor Mage ×2,Stargazer Luna ★,Cosmic Anomaly ×2,Fireball ×2,Aluneth ★,,,,,,,,,,,,,,"5,400"
Tempo Mage,Arcane Missiles ×2,Mana Wyrm ×2,Shooting Star ×2,Arcanologist ×2,Bloodmage Thalnos ★,Frostbolt ×2,Primordial Glyph ×2,Sorcerer's Apprentice ×2,Arcane Intellect ×2,Cinderstorm ×2,Counterspell ×2,Explosive Runes ×2,Kirin Tor Mage ×2,Cosmic Anomaly ×2,Fireball ×2,Aluneth ★,,,,,,,,,,,,,,,"5,300"
Tempo Mage,Arcane Missiles ×2,Mana Wyrm ×2,Shooting Star ×2,Arcanologist ×2,Frostbolt ×2,Primordial Glyph ×2,Sorcerer's Apprentice ×2,Arcane Intellect ×2,Cinderstorm ×2,Counterspell,Explosive Runes ×2,Kirin Tor Mage ×2,Stargazer Luna ★,Arcane Keysmith,Cosmic Anomaly ×2,Fireball ×2,Aluneth ★,,,,,,,,,,,,,,"4,900"
Tempo Mage,Arcane Missiles ×2,Mana Wyrm ×2,Shooting Star ×2,Amani Berserker ×2,Arcanologist ×2,Frostbolt ×2,Primordial Glyph ×2,Sorcerer's Apprentice ×2,Arcane Intellect,Cinderstorm ×2,Counterspell,Explosive Runes ×2,Kirin Tor Mage ×2,Stargazer Luna ★,Cosmic Anomaly ×2,Fireball ×2,Aluneth ★,,,,,,,,,,,,,,"4,900"
Tempo Mage,Arcane Missiles ×2,Mana Wyrm ×2,Shooting Star ×2,Amani Berserker,Arcanologist ×2,Frostbolt ×2,Primordial Glyph ×2,Sorcerer's Apprentice ×2,Arcane Intellect ×2,Cinderstorm ×2,Counterspell,Explosive Runes ×2,Kirin Tor Mage ×2,Stargazer Luna ★,Cosmic Anomaly ×2,Fireball ×2,Aluneth ★,,,,,,,,,,,,,,"4,900"
Tempo Mage,Arcane Missiles ×2,Glacial Shard,Mana Wyrm ×2,Shooting Star ×2,Arcanologist ×2,Frostbolt ×2,Primordial Glyph ×2,Sorcerer's Apprentice ×2,Arcane Intellect ×2,Cinderstorm ×2,Counterspell,Explosive Runes ×2,Kirin Tor Mage ×2,Stargazer Luna ★,Cosmic Anomaly ×2,Fireball ×2,Aluneth ★,,,,,,,,,,,,,,"4,800"
Freeze Mage,Arcane Artificer ×2,Arcanologist,Doomsayer ×2,Loot Hoarder ×2,Primordial Glyph ×2,Research Project ×2,Sorcerer's Apprentice ×2,Acolyte of Pain,Arcane Intellect ×2,Frost Nova ×2,Ice Barrier ×2,Simulacrum ×2,Stargazer Luna ★,Cone of Cold ×2,Leyline Manipulator,Molten Reflection,Blizzard ×2,Archmage Antonidas ★,,,,,,,,,,,,,"4,700"
Big Spell Mage,Arcane Artificer ×2,Prince Keleseth ★,Acolyte of Pain ×2,Gluttonous Ooze,Mind Control Tech ×2,Stonehill Defender ×2,Arcane Keysmith ×2,Polymorph ×2,Saronite Chain Gang ×2,Arcane Tyrant ×2,Dragon's Fury ×2,Blizzard ×2,Meteor ×2,Flamestrike ×2,Sindragosa ★,The Lich King ★,Frost Lich Jaina ★,Pyroblast,,,,,,,,,,,,,"4,700"
Big Spell Mage,Arcane Artificer ×2,Glacial Shard,Prince Keleseth ★,Gluttonous Ooze,Mind Control Tech,Stonehill Defender ×2,Bright-Eyed Scout ×2,Polymorph ×2,Saronite Chain Gang ×2,Dragon's Fury ×2,Giggling Inventor ×2,Blizzard ×2,Meteor ×2,Skulking Geist,Astromancer ×2,Flamestrike,Sindragosa ★,The Lich King ★,Alexstrasza ★,Frost Lich Jaina ★,,,,,,,,,,,"4,500"
Tempo Mage,Arcane Missiles ×2,Mana Wyrm ×2,Shooting Star ×2,Arcanologist ×2,Bloodmage Thalnos ★,Frostbolt ×2,Primordial Glyph ×2,Sorcerer's Apprentice ×2,Arcane Intellect ×2,Cinderstorm ×2,Counterspell,Explosive Runes ×2,Kirin Tor Mage ×2,Cosmic Anomaly ×2,Fireball ×2,Aluneth ★,Pyroblast,,,,,,,,,,,,,,"4,400"
Tempo Mage,Arcane Missiles ×2,Mana Wyrm ×2,Shooting Star ×2,Arcanologist ×2,Frostbolt ×2,Primordial Glyph ×2,Sorcerer's Apprentice ×2,Arcane Intellect ×2,Cinderstorm ×2,Explosive Runes ×2,Kirin Tor Mage ×2,Mirror Entity,Stargazer Luna ★,Cosmic Anomaly ×2,Fireball ×2,Lifedrinker,Aluneth ★,,,,,,,,,,,,,,"4,400"
Big Spell Mage,Arcane Artificer ×2,Doomsayer ×2,Raven Familiar,Acolyte of Pain,Gluttonous Ooze,Voodoo Doll,Bright-Eyed Scout ×2,Polymorph ×2,Dragon's Fury ×2,Giggling Inventor ×2,Blizzard ×2,Meteor ×2,Skulking Geist,Astromancer ×2,Baron Geddon ★,Flamestrike,Sindragosa ★,The Lich King ★,Alexstrasza ★,Dragoncaller Alanna ★,Frost Lich Jaina ★,,,,,,,,,,"4,300"
Tempo Mage,Arcane Missiles ×2,Mana Wyrm ×2,Shooting Star ×2,Arcanologist ×2,Frostbolt ×2,Primordial Glyph ×2,Sorcerer's Apprentice ×2,Arcane Intellect,Cinderstorm ×2,Counterspell ×2,Explosive Runes ×2,Kirin Tor Mage ×2,Stargazer Luna ★,Cosmic Anomaly ×2,Fireball ×2,Aluneth ★,Pyroblast,,,,,,,,,,,,,,"4,100"
Big Spell Mage,Arcane Artificer ×2,Prince Keleseth ★,Acolyte of Pain ×2,Gluttonous Ooze,Mind Control Tech ×2,Tar Creeper ×2,Polymorph ×2,Saronite Chain Gang ×2,Arcane Tyrant ×2,Dragon's Fury ×2,Giggling Inventor ×2,Blizzard ×2,Meteor ×2,Skulking Geist,Flamestrike ×2,The Lich King ★,Dragoncaller Alanna ★,Frost Lich Jaina ★,,,,,,,,,,,,,"4,100"
Big Spell Mage,Arcane Artificer ×2,Prince Keleseth ★,Acolyte of Pain,Gluttonous Ooze ×2,Stonehill Defender ×2,Voodoo Doll,Polymorph ×2,Saronite Chain Gang ×2,Witchwood Piper,Dragon's Fury ×2,Giggling Inventor ×2,Blizzard ×2,Meteor ×2,Skulking Geist,Astromancer,Flamestrike ×2,Luna's Pocket Galaxy ★,The Lich King ★,Dragoncaller Alanna ★,Frost Lich Jaina ★,,,,,,,,,,,"3,800"
Tempo Mage,Arcane Missiles ×2,Mana Wyrm ×2,Shooting Star ×2,Arcanologist ×2,Bloodmage Thalnos ★,Celestial Emissary,Frostbolt ×2,Primordial Glyph ×2,Sorcerer's Apprentice ×2,Arcane Intellect,Cinderstorm ×2,Counterspell,Explosive Runes ×2,Kirin Tor Mage ×2,Stargazer Luna ★,Cosmic Anomaly ×2,Fireball ×2,Aluneth ★,,,,,,,,,,,,,"3,500"
Tempo Mage,Arcane Missiles ×2,Mana Wyrm ×2,Shooting Star ×2,Arcanologist ×2,Flame Geyser ×2,Frostbolt ×2,Primordial Glyph ×2,Sorcerer's Apprentice ×2,Arcane Intellect,Cinderstorm ×2,Counterspell,Explosive Runes ×2,Kirin Tor Mage ×2,Stargazer Luna ★,Cosmic Anomaly ×2,Fireball ×2,Aluneth ★,,,,,,,,,,,,,,"3,400"
Tempo Mage,Arcane Missiles ×2,Mana Wyrm ×2,Shooting Star ×2,Arcanologist ×2,Bloodmage Thalnos ★,Celestial Emissary,Frostbolt ×2,Primordial Glyph ×2,Sorcerer's Apprentice ×2,Arcane Intellect ×2,Cinderstorm ×2,Counterspell,Explosive Runes ×2,Kirin Tor Mage ×2,Cosmic Anomaly ×2,Fireball ×2,Aluneth ★,,,,,,,,,,,,,,"3,300"
Tempo Mage,Arcane Missiles ×2,Mana Wyrm ×2,Amani Berserker ×2,Arcanologist ×2,Frostbolt ×2,Primordial Glyph ×2,Sorcerer's Apprentice ×2,Arcane Intellect ×2,Cinderstorm ×2,Counterspell ×2,Explosive Runes ×2,Kirin Tor Mage ×2,Fireball ×2,Lifedrinker ×2,Aluneth ★,Pyroblast,,,,,,,,,,,,,,,"3,100"
Tempo Mage,Arcane Missiles ×2,Mana Wyrm ×2,Shooting Star ×2,Arcanologist ×2,Celestial Emissary ×2,Frostbolt ×2,Primordial Glyph ×2,Sorcerer's Apprentice ×2,Arcane Intellect ×2,Cinderstorm ×2,Counterspell,Explosive Runes ×2,Kirin Tor Mage ×2,Cosmic Anomaly ×2,Fireball ×2,Aluneth ★,,,,,,,,,,,,,,,"3,100"
Tempo Mage,Arcane Missiles ×2,Mana Wyrm ×2,Shooting Star ×2,Arcanologist ×2,Bloodmage Thalnos ★,Frostbolt ×2,Primordial Glyph ×2,Sorcerer's Apprentice ×2,Spellshifter,Arcane Intellect,Cinderstorm ×2,Counterspell,Explosive Runes ×2,Kirin Tor Mage ×2,Stargazer Luna ★,Cosmic Anomaly ×2,Fireball ×2,Aluneth ★,,,,,,,,,,,,,"3,100"
Tempo Mage,Arcane Missiles ×2,Acidic Swamp Ooze ×2,Bloodfen Raptor ×2,Frostbolt ×2,Arcane Intellect ×2,Ironfur Grizzly ×2,Shattered Sun Cleric ×2,Chillwind Yeti ×2,Fireball ×2,Gnomish Inventor ×2,Polymorph ×2,Sen'jin Shieldmasta ×2,Water Elemental ×2,Boulderfist Ogre ×2,Flamestrike ×2,,,,,,,,,,,,,,,,"3,100"
Big Spell Mage,Arcane Artificer ×2,Prince Keleseth ★,Acolyte of Pain ×2,Gluttonous Ooze,Mind Control Tech,Stonehill Defender ×2,Polymorph ×2,Saronite Chain Gang ×2,Spellbreaker,Arcane Tyrant ×2,Dragon's Fury ×2,Blizzard ×2,Meteor ×2,Skulking Geist,Baron Geddon ★,Flamestrike ×2,Sindragosa ★,The Lich King ★,Frost Lich Jaina ★,Pyroblast,,,,,,,,,,,"3,000"
Big Spell Mage,Arcane Artificer ×2,Prince Keleseth ★,Acolyte of Pain ×2,Gluttonous Ooze,Mind Control Tech,Stonehill Defender ×2,Polymorph ×2,Saronite Chain Gang ×2,Spellbreaker,Witchwood Piper,Arcane Tyrant ×2,Dragon's Fury ×2,Blizzard ×2,Meteor ×2,Skulking Geist,Baron Geddon ★,Flamestrike ×2,Sindragosa ★,The Lich King ★,Frost Lich Jaina ★,,,,,,,,,,,"3,000"
Big Spell Mage,Arcane Artificer ×2,Prince Keleseth ★,Acolyte of Pain ×2,Stonehill Defender ×2,Arcane Keysmith ×2,Polymorph ×2,Saronite Chain Gang ×2,Witchwood Piper ×2,Arcane Tyrant ×2,Dragon's Fury ×2,Rotten Applebaum,Blizzard ×2,Meteor ×2,Baron Geddon ★,Flamestrike ×2,Sindragosa ★,The Lich King ★,Frost Lich Jaina ★,,,,,,,,,,,,,"2,500"
Big Spell Mage,Arcane Artificer ×2,Pyros ★,Raven Familiar ×2,Gluttonous Ooze,Stonehill Defender ×2,Arcane Keysmith ×2,Polymorph ×2,Dragon's Fury ×2,Elise the Trailblazer ★,Giggling Inventor ×2,Blizzard ×2,Meteor ×2,Skulking Geist,Astromancer ×2,Baron Geddon ★,Flamestrike ×2,The Lich King ★,Dragoncaller Alanna ★,Frost Lich Jaina ★,,,,,,,,,,,,"2,500"
Big Spell Mage,Arcane Artificer ×2,Doomsayer ×2,Pyros ★,Acolyte of Pain,Gluttonous Ooze,Stonehill Defender ×2,Voodoo Doll,Bright-Eyed Scout ×2,Polymorph ×2,Dragon's Fury ×2,Giggling Inventor,Blizzard ×2,Meteor ×2,Meteorologist,Skulking Geist,Astromancer ×2,Flamestrike ×2,Sindragosa ★,Dragoncaller Alanna ★,Frost Lich Jaina ★,,,,,,,,,,,"2,400"
Tempo Mage,Arcane Missiles ×2,Mana Wyrm ×2,Shooting Star ×2,Arcanologist ×2,Frostbolt ×2,Primordial Glyph ×2,Sorcerer's Apprentice ×2,Spellshifter,Arcane Intellect ×2,Cinderstorm ×2,Counterspell,Explosive Runes ×2,Kirin Tor Mage ×2,Stargazer Luna ★,Cosmic Anomaly ×2,Fireball ×2,Aluneth ★,,,,,,,,,,,,,,"2,300"
Tempo Mage,Arcane Missiles ×2,Mana Wyrm ×2,Amani Berserker,Arcanologist ×2,Frostbolt ×2,Primordial Glyph ×2,Sorcerer's Apprentice ×2,Arcane Intellect ×2,Cinderstorm ×2,Counterspell ×2,Explosive Runes ×2,Kirin Tor Mage ×2,Arcane Keysmith,Fireball ×2,Lifedrinker ×2,Aluneth ★,Pyroblast,,,,,,,,,,,,,,"2,200"
Tempo Mage,Arcane Missiles ×2,Mana Wyrm ×2,Shooting Star ×2,Arcanologist ×2,Bloodmage Thalnos ★,Frostbolt ×2,Mana Addict,Primordial Glyph ×2,Sorcerer's Apprentice ×2,Arcane Intellect,Cinderstorm ×2,Counterspell,Explosive Runes ×2,Kirin Tor Mage ×2,Stargazer Luna ★,Cosmic Anomaly ×2,Fireball ×2,Aluneth ★,,,,,,,,,,,,,"2,200"
Big Spell Mage,Arcane Artificer ×2,Doomsayer ×2,Raven Familiar ×2,Gluttonous Ooze,Stonehill Defender ×2,Voodoo Doll ×2,Arcane Keysmith ×2,Polymorph ×2,Witchwood Piper,Dragon's Fury ×2,Blizzard ×2,Meteor ×2,Skulking Geist,Baron Geddon ★,Flamestrike ×2,Sindragosa ★,The Lich King ★,Dragoncaller Alanna ★,Frost Lich Jaina ★,,,,,,,,,,,,"2,200"
Tempo Mage,Arcane Missiles ×2,Breath of Sindragosa ×2,Mana Wyrm ×2,Mirror Image ×2,Arcanologist ×2,Frostbolt ×2,Primordial Glyph ×2,Sorcerer's Apprentice ×2,Arcane Intellect ×2,Counterspell,Explosive Runes ×2,Kirin Tor Mage ×2,Fireball ×2,Vex Crow ×2,Aluneth ★,Archmage Antonidas ★,Pyroblast,,,,,,,,,,,,,,"2,100"
