Deck Name,Card 0,Card 1,Card 2,Card 3,Card 4,Card 5,Card 6,Card 7,Card 8,Card 9,Card 10,Card 11,Card 12,Card 13,Card 14,Card 15,Card 16,Card 17,Card 18,Card 19,Card 20,Card 21,Card 22,Card 23,Card 24,Card 25,Card 26,Card 27,Card 28,Card 29,Games Played
Resurrect Priest,Binding Heal,Power Word: Shield ×2,Bloodmage Thalnos ★,Mind Blast ×2,Radiant Elemental ×2,Shadow Visions ×2,Shadow Word: Pain,Spirit Lash ×2,Gilded Gargoyle ×2,Shadow Word: Death,Vivid Nightmare,Eternal Servitude ×2,Lyra the Sunshard ★,Shadow Essence ×2,Lesser Diamond Spellstone ×2,Prophet Velen ★,Psychic Scream ×2,The Lich King ★,Malygos ★,Zerek's Cloning Gallery ★,,,,,,,,,,,"8,800"
Mecha'thun Quest Priest,Awaken the Makers ★,Northshire Cleric ×2,Power Word: Shield ×2,Bloodmage Thalnos ★,Dead Ringer ×2,Doomsayer ×2,Loot Hoarder ×2,Plated Beetle ×2,Shadow Visions,Spirit Lash ×2,Mirage Caller,Tar Creeper ×2,Twilight's Call ×2,Ticking Abomination ×2,Reckless Experimenter,Coffin Crasher,"Hemet, Jungle Hunter ★",Psychic Scream ×2,Mecha'thun ★,,,,,,,,,,,,"8,300"
Combo Priest,Circle of Healing ×2,Silence ×2,Inner Fire ×2,Northshire Cleric ×2,Power Word: Shield ×2,Divine Spirit ×2,Radiant Elemental ×2,Shadow Ascendant ×2,Shadow Visions ×2,Upgradeable Framebot ×2,Wild Pyromancer ×2,Acolyte of Pain ×2,Bronze Gatekeeper ×2,Extra Arms ×2,Mass Dispel,Unpowered Steambot,,,,,,,,,,,,,,,"7,000"
Mecha'thun Quest Priest,Awaken the Makers ★,Northshire Cleric ×2,Bloodmage Thalnos ★,Dead Ringer ×2,Doomsayer ×2,Loot Hoarder ×2,Plated Beetle ×2,Shadow Visions ×2,Shadow Word: Pain ×2,Spirit Lash ×2,Mirage Caller,Twilight's Call ×2,Zola the Gorgon ★,Ticking Abomination ×2,Reckless Experimenter,Coffin Crasher,"Hemet, Jungle Hunter ★",Psychic Scream ×2,Mecha'thun ★,,,,,,,,,,,,"6,900"
Mecha'thun Priest,Circle of Healing ×2,Northshire Cleric ×2,Power Word: Shield ×2,Bloodmage Thalnos ★,Dead Ringer ×2,Loot Hoarder ×2,Plated Beetle,Radiant Elemental ×2,Shadow Visions ×2,Spirit Lash ×2,Wild Pyromancer ×2,Twilight's Call ×2,Ticking Abomination ×2,Reckless Experimenter,Coffin Crasher,"Hemet, Jungle Hunter ★",Psychic Scream ×2,Mecha'thun ★,,,,,,,,,,,,,"6,600"
Mecha'thun Quest Priest,Awaken the Makers ★,Power Word: Shield,Bloodmage Thalnos ★,Dead Ringer ×2,Doomsayer ×2,Loot Hoarder ×2,Novice Engineer ×2,Plated Beetle ×2,Shadow Visions ×2,Spirit Lash ×2,Squashling,Tar Creeper ×2,Twilight's Call ×2,Ticking Abomination ×2,Reckless Experimenter,Coffin Crasher,"Hemet, Jungle Hunter ★",Psychic Scream ×2,Mecha'thun ★,,,,,,,,,,,,"6,400"
Combo Priest,Circle of Healing ×2,Inner Fire ×2,Northshire Cleric ×2,Power Word: Shield ×2,Divine Spirit ×2,Radiant Elemental ×2,Shadow Visions ×2,Wild Pyromancer ×2,Extra Arms ×2,Injured Blademaster ×2,Tar Creeper ×2,Auchenai Soulpriest ×2,Eternal Servitude ×2,Mass Dispel ×2,Witchwood Grizzly ×2,,,,,,,,,,,,,,,,"6,300"
Control Priest,Northshire Cleric ×2,Power Word: Shield ×2,Divine Hymn ×2,Mind Blast ×2,Shadow Visions ×2,Wild Pyromancer ×2,Acolyte of Pain ×2,Twilight Acolyte ×2,Duskbreaker ×2,Mass Dispel,Twilight Drake ×2,Cabal Shadow Priest,Holy Fire ×2,Psychic Scream ×2,Primordial Drake ×2,Shadowreaper Anduin ★,Alexstrasza ★,,,,,,,,,,,,,,"6,100"
Control Priest,Topsy Turvy,Northshire Cleric ×2,Power Word: Shield ×2,Divine Hymn ×2,Divine Spirit ×2,Shadow Visions ×2,Wild Pyromancer ×2,Acolyte of Pain ×2,Twilight Acolyte ×2,Duskbreaker ×2,Mass Dispel,Shadow Madness,Twilight Drake ×2,Giggling Inventor ×2,Cabal Shadow Priest ×2,Psychic Scream,Primordial Drake ×2,,,,,,,,,,,,,,"5,600"
Control Priest,Northshire Cleric ×2,Power Word: Shield ×2,Divine Hymn ×2,Mind Blast ×2,Shadow Visions ×2,Wild Pyromancer ×2,Acolyte of Pain,Omega Medic ×2,Duskbreaker ×2,Mass Dispel,Twilight Drake ×2,Giggling Inventor ×2,Holy Fire,Skulking Geist,Psychic Scream ×2,Primordial Drake ×2,Shadowreaper Anduin ★,Alexstrasza ★,,,,,,,,,,,,,"5,400"
Control Priest,Northshire Cleric ×2,Power Word: Shield ×2,Divine Hymn ×2,Mind Blast ×2,Shadow Visions ×2,Wild Pyromancer ×2,Acolyte of Pain,Gluttonous Ooze,Twilight Acolyte ×2,Duskbreaker ×2,Twilight Drake ×2,Giggling Inventor ×2,Cabal Shadow Priest ×2,Psychic Scream ×2,Primordial Drake ×2,Shadowreaper Anduin ★,Alexstrasza ★,,,,,,,,,,,,,,"5,300"
Control Priest,Silence,Northshire Cleric ×2,Power Word: Shield ×2,Divine Hymn ×2,Mind Blast ×2,Shadow Visions ×2,Wild Pyromancer ×2,Acolyte of Pain,Gluttonous Ooze,Twilight Acolyte ×2,Duskbreaker ×2,Mass Dispel,Twilight Drake ×2,Cabal Shadow Priest ×2,Psychic Scream ×2,Primordial Drake ×2,Shadowreaper Anduin ★,Alexstrasza ★,,,,,,,,,,,,,"5,200"
Control Priest,Silence ×2,Northshire Cleric ×2,Power Word: Shield ×2,Divine Hymn ×2,Mind Blast ×2,Shadow Visions ×2,Wild Pyromancer ×2,Acolyte of Pain ×2,Twilight Acolyte ×2,Duskbreaker ×2,Mass Dispel,Twilight Drake ×2,Cabal Shadow Priest,Psychic Scream ×2,Primordial Drake ×2,Shadowreaper Anduin ★,Alexstrasza ★,,,,,,,,,,,,,,"4,400"
Resurrect Priest,Holy Smite,Power Word: Shield,Mind Blast ×2,Radiant Elemental ×2,Shadow Visions ×2,Shadow Word: Pain,Spirit Lash ×2,Gilded Gargoyle ×2,Shadow Word: Death,Vivid Nightmare,Eternal Servitude ×2,Lyra the Sunshard ★,Zilliax ★,Shadow Essence ×2,Lesser Diamond Spellstone ×2,Prophet Velen ★,Psychic Scream ×2,The Lich King ★,Malygos ★,Obsidian Statue,Zerek's Cloning Gallery ★,,,,,,,,,,"4,300"
Mecha'thun Quest Priest,Awaken the Makers ★,Power Word: Shield ×2,Bloodmage Thalnos ★,Dead Ringer ×2,Doomsayer ×2,Loot Hoarder ×2,Plated Beetle ×2,Shadow Visions ×2,Shadow Word: Pain ×2,Spirit Lash ×2,Mirage Caller,Twilight's Call ×2,Zola the Gorgon ★,Ticking Abomination ×2,Reckless Experimenter,Coffin Crasher,"Hemet, Jungle Hunter ★",Psychic Scream ×2,Mecha'thun ★,,,,,,,,,,,,"4,300"
Resurrect Priest,Holy Smite,Bloodmage Thalnos ★,Mind Blast ×2,Radiant Elemental ×2,Shadow Visions ×2,Shadow Word: Pain,Spirit Lash ×2,Gilded Gargoyle ×2,Shadow Word: Death,Vivid Nightmare,Eternal Servitude ×2,Lyra the Sunshard ★,Zilliax ★,Shadow Essence ×2,Lesser Diamond Spellstone ×2,Prophet Velen ★,Psychic Scream ×2,The Lich King ★,Malygos ★,Obsidian Statue,Zerek's Cloning Gallery ★,,,,,,,,,,"4,200"
Control Priest,Northshire Cleric ×2,Power Word: Shield ×2,Divine Hymn ×2,Mind Blast ×2,Shadow Visions ×2,Wild Pyromancer ×2,Acolyte of Pain ×2,Twilight Acolyte ×2,Duskbreaker ×2,Mass Dispel,Twilight Drake ×2,Cabal Shadow Priest ×2,Holy Fire,Psychic Scream ×2,Primordial Drake ×2,Shadowreaper Anduin ★,Alexstrasza ★,,,,,,,,,,,,,,"4,100"
Mecha'thun Priest,Circle of Healing ×2,Silence,Northshire Cleric ×2,Power Word: Shield ×2,Divine Hymn ×2,Loot Hoarder ×2,Novice Engineer,Radiant Elemental ×2,Shadow Visions ×2,Spirit Lash ×2,Wild Pyromancer ×2,Acolyte of Pain ×2,Ticking Abomination ×2,Reckless Experimenter,Coffin Crasher,"Hemet, Jungle Hunter ★",Psychic Scream ×2,Mecha'thun ★,,,,,,,,,,,,,"4,100"
Resurrect Priest,Binding Heal,Power Word: Shield ×2,Mind Blast ×2,Radiant Elemental ×2,Shadow Visions ×2,Shadow Word: Pain ×2,Spirit Lash ×2,Gilded Gargoyle ×2,Shadow Word: Death,Eternal Servitude ×2,Lyra the Sunshard ★,Zilliax ★,Shadow Essence ×2,Lesser Diamond Spellstone ×2,Prophet Velen ★,Psychic Scream ×2,The Lich King ★,Malygos ★,Zerek's Cloning Gallery ★,,,,,,,,,,,,"4,100"
Resurrect Priest,Holy Smite,Power Word: Shield ×2,Mind Blast ×2,Radiant Elemental ×2,Shadow Visions ×2,Shadow Word: Pain,Spirit Lash ×2,Gilded Gargoyle ×2,Shadow Word: Death,Vivid Nightmare,Eternal Servitude ×2,Lyra the Sunshard ★,Zilliax ★,Shadow Essence ×2,Lesser Diamond Spellstone ×2,Prophet Velen ★,Psychic Scream ×2,The Lich King ★,Malygos ★,Zerek's Cloning Gallery ★,,,,,,,,,,,"3,900"
Spiteful Priest,Northshire Cleric ×2,Acidic Swamp Ooze,Faerie Dragon ×2,Shadow Ascendant ×2,Stonehill Defender,Tar Creeper ×2,Duskbreaker ×2,Scaleworm,Spellbreaker,Tortollan Shellraiser ×2,Twilight Drake ×2,Cobalt Scalebane ×2,Cabal Shadow Priest,Nightscale Matriarch,Psychic Scream,Spiteful Summoner ×2,Bonemare,Free From Amber ×2,Mind Control ×2,,,,,,,,,,,,"3,800"
Turvy OTK Priest,Topsy Turvy,Power Word: Shield ×2,Stonetusk Boar,Test Subject,Bloodmage Thalnos ★,Dead Ringer ×2,Divine Spirit,Doomsayer ×2,Loot Hoarder ×2,Radiant Elemental ×2,Shadow Visions ×2,Spirit Lash ×2,Twilight's Call ×2,Vivid Nightmare ×2,Sandbinder,Witchwood Piper ×2,Giggling Inventor ×2,Psychic Scream ×2,,,,,,,,,,,,,"3,700"
Control Priest,Northshire Cleric ×2,Power Word: Shield ×2,Divine Hymn ×2,Mind Blast ×2,Shadow Visions ×2,Wild Pyromancer ×2,Acolyte of Pain ×2,Twilight Acolyte ×2,Duskbreaker ×2,Twilight Drake ×2,Giggling Inventor ×2,Cabal Shadow Priest ×2,Psychic Scream ×2,Primordial Drake ×2,Shadowreaper Anduin ★,Alexstrasza ★,,,,,,,,,,,,,,,"3,600"
Combo Priest,Circle of Healing ×2,Silence,Inner Fire ×2,Northshire Cleric ×2,Power Word: Shield ×2,Divine Spirit ×2,Radiant Elemental ×2,Shadow Ascendant ×2,Shadow Visions ×2,Upgradeable Framebot ×2,Wild Pyromancer ×2,Acolyte of Pain,Bronze Gatekeeper,Extra Arms,Tar Creeper,Mass Dispel,Unpowered Steambot ×2,Witchwood Piper,Lyra the Sunshard ★,,,,,,,,,,,,"3,400"
Quest Priest,Awaken the Makers ★,Crystalline Oracle ×2,Bloodmage Thalnos ★,Loot Hoarder ×2,Plated Beetle ×2,Shadow Visions ×2,Spirit Lash ×2,Shadow Word: Death,Twilight's Call ×2,Zola the Gorgon ★,Duskbreaker ×2,Rotten Applebaum ×2,Bone Drake ×2,Archbishop Benedictus ★,Psychic Scream ×2,Primordial Drake ×2,Shadowreaper Anduin ★,Alexstrasza ★,Mind Control,,,,,,,,,,,,"3,400"
Mecha'thun Quest Priest,Awaken the Makers ★,Northshire Cleric ×2,Power Word: Shield,Bloodmage Thalnos ★,Dead Ringer ×2,Doomsayer ×2,Loot Hoarder ×2,Plated Beetle ×2,Shadow Visions ×2,Spirit Lash ×2,Mirage Caller,Tar Creeper ×2,Twilight's Call ×2,Ticking Abomination ×2,Reckless Experimenter,Coffin Crasher,"Hemet, Jungle Hunter ★",Psychic Scream ×2,Mecha'thun ★,,,,,,,,,,,,"3,100"
Quest Priest,Awaken the Makers ★,Crystalline Oracle ×2,Bloodmage Thalnos ★,Dead Ringer ×2,Doomsayer,Loot Hoarder ×2,Plated Beetle ×2,Shadow Visions ×2,Spirit Lash ×2,Gilded Gargoyle ×2,Mirage Caller ×2,Twilight's Call ×2,Zola the Gorgon ★,Arfus ★,Carnivorous Cube ×2,Skulking Geist,Archbishop Benedictus ★,Psychic Scream ×2,Shadowreaper Anduin ★,,,,,,,,,,,,"3,100"
Mecha'thun Priest,Circle of Healing,Silence ×2,Northshire Cleric ×2,Power Word: Shield ×2,Bloodmage Thalnos ★,Divine Hymn ×2,Novice Engineer ×2,Radiant Elemental ×2,Shadow Visions ×2,Spirit Lash ×2,Wild Pyromancer ×2,Acolyte of Pain ×2,Ticking Abomination ×2,Reckless Experimenter,Coffin Crasher,"Hemet, Jungle Hunter ★",Psychic Scream ×2,Mecha'thun ★,,,,,,,,,,,,,"3,000"
Turvy OTK Priest,Topsy Turvy ×2,Binding Heal ×2,Power Word: Shield ×2,Stonetusk Boar,Test Subject ×2,Bloodmage Thalnos ★,Dead Ringer ×2,Divine Spirit,Doomsayer,Loot Hoarder ×2,Radiant Elemental ×2,Shadow Visions ×2,Spirit Lash ×2,Twilight's Call ×2,Vivid Nightmare ×2,Witchwood Piper ×2,Psychic Scream ×2,,,,,,,,,,,,,,"3,000"
Mecha'thun Quest Priest,Silence,Awaken the Makers ★,Power Word: Shield ×2,Bloodmage Thalnos ★,Dead Ringer ×2,Doomsayer ×2,Loot Hoarder ×2,Plated Beetle ×2,Shadow Visions ×2,Shadow Word: Pain,Spirit Lash ×2,Mirage Caller,Twilight's Call ×2,Zola the Gorgon ★,Ticking Abomination ×2,Reckless Experimenter,Coffin Crasher,"Hemet, Jungle Hunter ★",Psychic Scream ×2,Mecha'thun ★,,,,,,,,,,,"2,900"
Resurrect Priest,Holy Smite,Power Word: Shield ×2,Mind Blast ×2,Radiant Elemental ×2,Shadow Visions ×2,Shadow Word: Pain,Spirit Lash ×2,Gilded Gargoyle ×2,Shadow Word: Death,Eternal Servitude ×2,Lyra the Sunshard ★,Zilliax ★,Shadow Essence ×2,Lesser Diamond Spellstone ×2,Prophet Velen ★,Psychic Scream ×2,The Lich King ★,Malygos ★,Obsidian Statue,Zerek's Cloning Gallery ★,,,,,,,,,,,"2,800"
Mecha'thun Quest Priest,Awaken the Makers ★,Bloodmage Thalnos ★,Dead Ringer ×2,Loot Hoarder ×2,Shadow Visions ×2,Spirit Lash ×2,Devilsaur Egg ×2,Mirage Caller ×2,Twilight's Call ×2,Voodoo Doll ×2,Mass Dispel,Carnivorous Cube ×2,Reckless Experimenter ×2,Cairne Bloodhoof ★,Mechanical Whelp ×2,Archbishop Benedictus ★,Psychic Scream ×2,Shadowreaper Anduin ★,,,,,,,,,,,,,"2,600"
Resurrect Priest,Holy Smite,Power Word: Shield ×2,Bloodmage Thalnos ★,Mind Blast ×2,Radiant Elemental ×2,Shadow Visions ×2,Shadow Word: Pain,Spirit Lash ×2,Gilded Gargoyle ×2,Shadow Word: Death,Vivid Nightmare,Eternal Servitude ×2,Lyra the Sunshard ★,Shadow Essence ×2,Lesser Diamond Spellstone ×2,Prophet Velen ★,Psychic Scream ×2,The Lich King ★,Malygos ★,Zerek's Cloning Gallery ★,,,,,,,,,,,"2,600"
Resurrect Priest,Holy Smite ×2,Power Word: Shield ×2,Bloodmage Thalnos ★,Mind Blast ×2,Radiant Elemental ×2,Shadow Visions ×2,Shadow Word: Pain ×2,Spirit Lash ×2,Gilded Gargoyle ×2,Vivid Nightmare,Eternal Servitude ×2,Lyra the Sunshard ★,Shadow Essence,Lesser Diamond Spellstone ×2,Prophet Velen ★,Psychic Scream ×2,The Lich King ★,Malygos ★,Zerek's Cloning Gallery ★,,,,,,,,,,,,"2,600"
Combo Priest,Circle of Healing ×2,Silence,Inner Fire ×2,Northshire Cleric ×2,Power Word: Shield ×2,Divine Spirit ×2,Radiant Elemental ×2,Shadow Ascendant ×2,Shadow Visions ×2,Upgradeable Framebot ×2,Wild Pyromancer ×2,Acolyte of Pain ×2,Bronze Gatekeeper ×2,Extra Arms,Mass Dispel,Unpowered Steambot ×2,Lyra the Sunshard ★,,,,,,,,,,,,,,"2,500"
Mecha'thun Quest Priest,Awaken the Makers ★,Northshire Cleric ×2,Power Word: Shield ×2,Bloodmage Thalnos ★,Dead Ringer ×2,Doomsayer ×2,Loot Hoarder ×2,Plated Beetle ×2,Shadow Visions ×2,Spirit Lash ×2,Tar Creeper ×2,Twilight's Call ×2,Ticking Abomination ×2,Reckless Experimenter,Coffin Crasher,"Hemet, Jungle Hunter ★",Psychic Scream ×2,Mecha'thun ★,,,,,,,,,,,,,"2,500"
Combo Priest,Silence,Topsy Turvy,Inner Fire,Northshire Cleric ×2,Power Word: Shield ×2,Divine Hymn ×2,Divine Spirit ×2,Radiant Elemental ×2,Shadow Ascendant ×2,Shadow Visions ×2,Wild Pyromancer ×2,Drakkari Enchanter ×2,Extra Arms ×2,Mass Dispel,Shadow Madness,Cobalt Scalebane,Lyra the Sunshard ★,Psychic Scream,The Lich King ★,Ysera ★,,,,,,,,,,,"2,400"
Resurrect Priest,Holy Smite,Power Word: Shield ×2,Bloodmage Thalnos ★,Mind Blast ×2,Radiant Elemental ×2,Shadow Visions ×2,Shadow Word: Pain ×2,Spirit Lash ×2,Gilded Gargoyle ×2,Eternal Servitude ×2,Lyra the Sunshard ★,Zilliax ★,Shadow Essence ×2,Lesser Diamond Spellstone ×2,Prophet Velen ★,Psychic Scream ×2,The Lich King ★,Malygos ★,Zerek's Cloning Gallery ★,,,,,,,,,,,,"2,300"
Resurrect Priest,Binding Heal,Holy Smite,Power Word: Shield ×2,Bloodmage Thalnos ★,Mind Blast ×2,Radiant Elemental ×2,Shadow Visions ×2,Shadow Word: Pain,Spirit Lash ×2,Gilded Gargoyle ×2,Eternal Servitude ×2,Lyra the Sunshard ★,Zilliax ★,Shadow Essence ×2,Lesser Diamond Spellstone ×2,Prophet Velen ★,Psychic Scream ×2,The Lich King ★,Malygos ★,Zerek's Cloning Gallery ★,,,,,,,,,,,"2,200"
Turvy OTK Priest,Topsy Turvy ×2,Binding Heal ×2,Power Word: Shield ×2,Stonetusk Boar,Test Subject ×2,Bloodmage Thalnos ★,Dead Ringer ×2,Divine Spirit,Loot Hoarder ×2,Radiant Elemental ×2,Shadow Visions ×2,Spirit Lash ×2,Twilight's Call ×2,Vivid Nightmare ×2,Witchwood Piper ×2,Giggling Inventor,Psychic Scream ×2,,,,,,,,,,,,,,"2,000"
Turvy OTK Priest,Topsy Turvy,Binding Heal ×2,Power Word: Shield ×2,Stonetusk Boar,Test Subject,Bloodmage Thalnos ★,Dead Ringer ×2,Divine Spirit,Loot Hoarder ×2,Radiant Elemental ×2,Shadow Visions ×2,Spirit Lash ×2,Wild Pyromancer ×2,Twilight's Call ×2,Vivid Nightmare ×2,Witchwood Piper ×2,Giggling Inventor,Psychic Scream ×2,,,,,,,,,,,,,"2,000"
Combo Priest,Circle of Healing ×2,Topsy Turvy,Inner Fire ×2,Northshire Cleric ×2,Power Word: Shield ×2,Divine Spirit ×2,Radiant Elemental ×2,Shadow Ascendant ×2,Shadow Word: Death,Tar Creeper ×2,Duskbreaker ×2,Twilight Drake ×2,Cobalt Scalebane ×2,Bone Drake ×2,Nightscale Matriarch ×2,Wyrmguard ×2,,,,,,,,,,,,,,,"2,000"
Mecha'thun Priest,Binding Heal ×2,Northshire Cleric ×2,Power Word: Shield ×2,Bloodmage Thalnos ★,Divine Hymn ×2,Doomsayer ×2,Loot Hoarder ×2,Shadow Visions ×2,Shadow Word: Pain,Spirit Lash ×2,Wild Pyromancer ×2,Acolyte of Pain,Tar Creeper,Ticking Abomination ×2,Reckless Experimenter,Coffin Crasher,"Hemet, Jungle Hunter ★",Psychic Scream ×2,Mecha'thun ★,,,,,,,,,,,,"1,900"
Resurrect Priest,Binding Heal,Holy Smite,Power Word: Shield ×2,Mind Blast ×2,Radiant Elemental ×2,Shadow Visions ×2,Shadow Word: Pain,Spirit Lash ×2,Gilded Gargoyle ×2,Shadow Word: Death,Eternal Servitude ×2,Lyra the Sunshard ★,Zilliax ★,Shadow Essence ×2,Lesser Diamond Spellstone ×2,Prophet Velen ★,Psychic Scream ×2,The Lich King ★,Malygos ★,Zerek's Cloning Gallery ★,,,,,,,,,,,"1,900"
Combo Priest,Circle of Healing,Silence,Topsy Turvy,Inner Fire,Northshire Cleric ×2,Power Word: Shield ×2,Divine Hymn,Divine Spirit ×2,Shadow Visions ×2,Wild Pyromancer ×2,Tar Creeper ×2,Eternal Servitude ×2,Mass Dispel,Lyra the Sunshard ★,Witchwood Grizzly ×2,Damaged Stegotron ×2,Lesser Diamond Spellstone ×2,Psychic Scream ×2,Ysera ★,,,,,,,,,,,,"1,900"
Turvy OTK Priest,Topsy Turvy,Awaken the Makers ★,Power Word: Shield ×2,Stonetusk Boar,Test Subject ×2,Bloodmage Thalnos ★,Dead Ringer ×2,Divine Spirit,Doomsayer,Loot Hoarder ×2,Radiant Elemental ×2,Shadow Visions ×2,Spirit Lash ×2,Mirage Caller,Twilight's Call ×2,Vivid Nightmare ×2,Shadow Madness,Giggling Inventor ×2,Psychic Scream ×2,,,,,,,,,,,,"1,900"
Combo Priest,Circle of Healing ×2,Fire Fly ×2,Inner Fire ×2,Northshire Cleric ×2,Power Word: Shield ×2,Divine Spirit ×2,Radiant Elemental ×2,Shadow Ascendant ×2,Shadow Visions ×2,Upgradeable Framebot ×2,Wild Pyromancer ×2,Acolyte of Pain ×2,Extra Arms ×2,Tar Creeper ×2,Mass Dispel ×2,,,,,,,,,,,,,,,,"1,900"
Turvy OTK Priest,Topsy Turvy ×2,Power Word: Shield ×2,Stonetusk Boar,Test Subject,Bloodmage Thalnos ★,Dead Ringer ×2,Divine Spirit,Doomsayer ×2,Loot Hoarder ×2,Radiant Elemental ×2,Shadow Visions ×2,Spirit Lash ×2,Twilight's Call ×2,Vivid Nightmare ×2,Sandbinder,Witchwood Piper ×2,Giggling Inventor,Psychic Scream ×2,,,,,,,,,,,,,"1,900"
