Deck Name,Card 0,Card 1,Card 2,Card 3,Card 4,Card 5,Card 6,Card 7,Card 8,Card 9,Card 10,Card 11,Card 12,Card 13,Card 14,Card 15,Card 16,Card 17,Card 18,Card 19,Card 20,Card 21,Card 22,Card 23,Card 24,Card 25,Card 26,Card 27,Card 28,Card 29,Games Played
Secret Hunter,Dire Mole ×2,Secretkeeper ×2,Tracking ×2,Crackling Razormaw ×2,Explosive Trap,Freezing Trap,Snake Trap,Venomstrike Trap ×2,Wandering Monster,Animal Companion ×2,Bearshark ×2,Eaglehorn Bow ×2,Kill Command ×2,Houndmaster ×2,Houndmaster Shaw ★,Lesser Emerald Spellstone ×2,Subject 9 ★,Deathstalker Rexxar ★,Mossy Horror,,,,,,,,,,,,"10,000"
Mech Hunter,Candleshot ×2,Faithful Lumi ×2,Hunter's Mark ×2,Mecharoo ×2,Skaterbot ×2,Bomb Toss ×2,Cybertech Chip ×2,Fireworks Tech ×2,Upgradeable Framebot ×2,Venomizer ×2,Harvest Golem ×2,Spider Bomb ×2,Replicating Menace ×2,Wargear ×2,Zilliax ★,Boommaster Flark ★,,,,,,,,,,,,,,,"10,000"
Deathrattle Hunter,Candleshot ×2,Hunter's Mark ×2,Play Dead ×2,Tracking ×2,Prince Keleseth ★,Devilsaur Egg ×2,Gluttonous Ooze,Spider Bomb ×2,Terrorscale Stalker ×2,Flanking Strike ×2,Houndmaster Shaw ★,Carnivorous Cube ×2,Giggling Inventor,Witchwood Grizzly ×2,Deathstalker Rexxar ★,Mossy Horror,Savannah Highmane ×2,Kathrena Winterwisp ★,King Krush ★,,,,,,,,,,,,"9,500"
Deathrattle Hunter,Candleshot ×2,Hunter's Mark ×2,Play Dead ×2,Tracking ×2,Prince Keleseth ★,Devilsaur Egg ×2,Gluttonous Ooze,Spider Bomb ×2,Terrorscale Stalker ×2,Void Ripper,Flanking Strike ×2,Houndmaster Shaw ★,Carnivorous Cube ×2,Giggling Inventor,Witchwood Grizzly ×2,Deathstalker Rexxar ★,Mossy Horror,Savannah Highmane,Kathrena Winterwisp ★,King Krush ★,,,,,,,,,,,"8,800"
Secret Hunter,Dire Mole ×2,Secretkeeper ×2,Crackling Razormaw ×2,Explosive Trap ×2,Freezing Trap,Rat Trap,Snake Trap,Venomstrike Trap,Wandering Monster,Animal Companion ×2,Eaglehorn Bow ×2,Kill Command ×2,Flanking Strike ×2,Houndmaster ×2,Spellbreaker,Lesser Emerald Spellstone ×2,Subject 9 ★,Deathstalker Rexxar ★,Mossy Horror ×2,,,,,,,,,,,,"8,400"
Spell Hunter,Candleshot ×2,Hunter's Mark ×2,Tracking ×2,Explosive Trap ×2,Freezing Trap ×2,Rat Trap,Snipe,Wandering Monster ×2,Animal Companion ×2,Eaglehorn Bow ×2,Kill Command ×2,Stitched Tracker ×2,Flanking Strike ×2,Professor Putricide ★,Lesser Emerald Spellstone ×2,Subject 9 ★,Deathstalker Rexxar ★,Mossy Horror,,,,,,,,,,,,,"8,300"
Secret Hunter,Dire Mole ×2,Secretkeeper ×2,Tracking ×2,Crackling Razormaw ×2,Explosive Trap,Freezing Trap,Snake Trap,Venomstrike Trap ×2,Wandering Monster,Animal Companion ×2,Bearshark,Deadly Shot,Eaglehorn Bow ×2,Kill Command ×2,Houndmaster ×2,Houndmaster Shaw ★,Lesser Emerald Spellstone ×2,Subject 9 ★,Deathstalker Rexxar ★,Mossy Horror,,,,,,,,,,,"7,600"
Midrange Hunter,Dire Mole ×2,Secretkeeper ×2,Tracking,Crackling Razormaw ×2,Explosive Trap ×2,Scavenging Hyena ×2,Snake Trap ×2,Venomstrike Trap ×2,Animal Companion ×2,Bearshark ×2,Eaglehorn Bow ×2,Kill Command ×2,Unleash the Hounds ×2,Houndmaster ×2,Lesser Emerald Spellstone ×2,Deathstalker Rexxar ★,,,,,,,,,,,,,,,"7,200"
Deathrattle Hunter,Candleshot ×2,Hunter's Mark ×2,Play Dead ×2,Tracking ×2,Prince Keleseth ★,Devilsaur Egg ×2,Spider Bomb ×2,Terrorscale Stalker ×2,Flanking Strike ×2,Houndmaster Shaw ★,Spiritsinger Umbra ★,Carnivorous Cube ×2,Giggling Inventor ×2,Witchwood Grizzly ×2,Deathstalker Rexxar ★,Mossy Horror,Savannah Highmane,Kathrena Winterwisp ★,King Krush ★,,,,,,,,,,,,"7,100"
Secret Hunter,Dire Mole ×2,Secretkeeper ×2,Crackling Razormaw ×2,Explosive Trap,Freezing Trap ×2,Rat Trap,Snake Trap,Snipe,Venomstrike Trap,Wandering Monster ×2,Animal Companion ×2,Eaglehorn Bow ×2,Kill Command ×2,Flanking Strike ×2,Houndmaster ×2,Houndmaster Shaw ★,Lesser Emerald Spellstone ×2,Subject 9 ★,Deathstalker Rexxar ★,,,,,,,,,,,,"6,500"
Secret Hunter,Dire Mole ×2,Secretkeeper ×2,Tracking ×2,Crackling Razormaw ×2,Explosive Trap,Freezing Trap,Rat Trap,Snipe ×2,Venomstrike Trap,Wandering Monster,Animal Companion ×2,Bearshark,Eaglehorn Bow ×2,Kill Command ×2,Houndmaster ×2,Houndmaster Shaw ★,Lesser Emerald Spellstone ×2,Subject 9 ★,Deathstalker Rexxar ★,Mossy Horror,,,,,,,,,,,"6,500"
Deathrattle Hunter,Candleshot ×2,Hunter's Mark ×2,Play Dead ×2,Tracking ×2,Prince Keleseth ★,Devilsaur Egg ×2,Spider Bomb ×2,Terrorscale Stalker ×2,Flanking Strike ×2,Houndmaster Shaw ★,Saronite Chain Gang ×2,Wing Blast,Carnivorous Cube ×2,Witchwood Grizzly,Deathstalker Rexxar ★,Mossy Horror,Savannah Highmane ×2,Kathrena Winterwisp ★,King Krush ★,,,,,,,,,,,,"6,300"
Deathrattle Hunter,Candleshot ×2,Hunter's Mark ×2,Play Dead ×2,Tracking ×2,Fireworks Tech ×2,Loot Hoarder ×2,Devilsaur Egg ×2,Spider Bomb ×2,Stitched Tracker,Terrorscale Stalker ×2,Flanking Strike ×2,Houndmaster Shaw ★,Carnivorous Cube ×2,Giggling Inventor,Zilliax ★,Deathstalker Rexxar ★,Mechanical Whelp ×2,Mossy Horror,,,,,,,,,,,,,"6,100"
Deathrattle Hunter,Candleshot ×2,Hunter's Mark ×2,Play Dead ×2,Tracking ×2,Prince Keleseth ★,Devilsaur Egg ×2,Gluttonous Ooze,Spider Bomb ×2,Terrorscale Stalker ×2,Flanking Strike ×2,Houndmaster Shaw ★,Saronite Chain Gang ×2,Carnivorous Cube ×2,Witchwood Grizzly ×2,Deathstalker Rexxar ★,Mossy Horror,Savannah Highmane,Kathrena Winterwisp ★,King Krush ★,,,,,,,,,,,,"6,100"
Secret Hunter,Dire Mole ×2,Secretkeeper ×2,Tracking ×2,Crackling Razormaw ×2,Explosive Trap,Freezing Trap,Rat Trap,Snake Trap,Venomstrike Trap ×2,Wandering Monster,Animal Companion ×2,Bearshark,Eaglehorn Bow ×2,Kill Command ×2,Houndmaster ×2,Houndmaster Shaw ★,Lesser Emerald Spellstone ×2,Subject 9 ★,Deathstalker Rexxar ★,Mossy Horror,,,,,,,,,,,"6,000"
Deathrattle Hunter,Candleshot ×2,Hunter's Mark ×2,Play Dead ×2,Tracking ×2,Prince Keleseth ★,Devilsaur Egg ×2,Mind Control Tech ×2,Spider Bomb ×2,Terrorscale Stalker ×2,Defender of Argus,Flanking Strike ×2,Houndmaster Shaw ★,Carnivorous Cube ×2,Witchwood Grizzly ×2,Zilliax ★,Deathstalker Rexxar ★,Mossy Horror,Kathrena Winterwisp ★,King Krush ★,,,,,,,,,,,,"5,800"
Secret Hunter,Dire Mole ×2,Secretkeeper ×2,Tracking,Crackling Razormaw ×2,Explosive Trap,Freezing Trap,Snake Trap ×2,Venomstrike Trap ×2,Wandering Monster,Animal Companion ×2,Bearshark,Blood Knight,Eaglehorn Bow ×2,Kill Command ×2,Houndmaster ×2,Houndmaster Shaw ★,Lesser Emerald Spellstone ×2,Subject 9 ★,Deathstalker Rexxar ★,Mossy Horror,,,,,,,,,,,"5,700"
Spell Hunter,Dire Mole ×2,Tracking ×2,Crackling Razormaw ×2,Explosive Trap ×2,Freezing Trap,Venomstrike Trap,Wandering Monster ×2,Animal Companion ×2,Bearshark ×2,Deadly Shot,Eaglehorn Bow ×2,Kill Command ×2,Unleash the Hounds ×2,Flanking Strike ×2,Houndmaster ×2,Lesser Emerald Spellstone ×2,Deathstalker Rexxar ★,,,,,,,,,,,,,,"5,700"
Deathrattle Hunter,Candleshot ×2,Hunter's Mark ×2,Play Dead ×2,Tracking ×2,Prince Keleseth ★,Devilsaur Egg ×2,Gluttonous Ooze,Spider Bomb ×2,Terrorscale Stalker ×2,Flanking Strike ×2,Houndmaster Shaw ★,Saronite Chain Gang ×2,Carnivorous Cube ×2,Witchwood Grizzly ×2,Deathstalker Rexxar ★,Mossy Horror,Swamp King Dred ★,Kathrena Winterwisp ★,King Krush ★,,,,,,,,,,,,"5,600"
Deathrattle Hunter,Candleshot ×2,Hunter's Mark ×2,Play Dead ×2,Tracking ×2,Prince Keleseth ★,Devilsaur Egg ×2,Mind Control Tech,Spider Bomb ×2,Terrorscale Stalker ×2,Flanking Strike ×2,Houndmaster Shaw ★,Saronite Chain Gang ×2,Carnivorous Cube ×2,Witchwood Grizzly ×2,Zilliax ★,Deathstalker Rexxar ★,Mossy Horror,Kathrena Winterwisp ★,King Krush ★,,,,,,,,,,,,"5,500"
Secret Hunter,Dire Mole ×2,Secretkeeper ×2,Tracking ×2,Crackling Razormaw ×2,Explosive Trap,Freezing Trap,Snipe ×2,Venomstrike Trap ×2,Wandering Monster,Animal Companion ×2,Bearshark,Eaglehorn Bow ×2,Kill Command ×2,Houndmaster ×2,Houndmaster Shaw ★,Lesser Emerald Spellstone ×2,Subject 9 ★,Deathstalker Rexxar ★,Mossy Horror,,,,,,,,,,,,"5,400"
Spell Hunter,Dire Mole ×2,Tracking ×2,Crackling Razormaw ×2,Explosive Trap ×2,Freezing Trap ×2,Wandering Monster ×2,Animal Companion ×2,Bearshark ×2,Deadly Shot,Eaglehorn Bow ×2,Kill Command ×2,Unleash the Hounds ×2,Flanking Strike ×2,Houndmaster ×2,Lesser Emerald Spellstone ×2,Savannah Highmane,,,,,,,,,,,,,,,"5,300"
Spell Hunter,Candleshot ×2,Hunter's Mark ×2,Secret Plan ×2,Tracking ×2,Explosive Trap ×2,Freezing Trap,Wandering Monster ×2,Animal Companion ×2,Deadly Shot,Eaglehorn Bow ×2,Kill Command ×2,Unleash the Hounds ×2,Flanking Strike ×2,Lesser Emerald Spellstone ×2,Deathstalker Rexxar ★,To My Side! ×2,Rhok'delar ★,,,,,,,,,,,,,,"5,100"
Deathrattle Hunter,Candleshot ×2,Hunter's Mark ×2,Play Dead ×2,Tracking ×2,Prince Keleseth ★,Devilsaur Egg ×2,Gluttonous Ooze,Spider Bomb ×2,Terrorscale Stalker ×2,Flanking Strike ×2,Houndmaster Shaw ★,Saronite Chain Gang,Carnivorous Cube ×2,Witchwood Grizzly ×2,Zilliax ★,Deathstalker Rexxar ★,Mossy Horror,Savannah Highmane,Kathrena Winterwisp ★,King Krush ★,,,,,,,,,,,"5,100"
Deathrattle Hunter,Candleshot ×2,Hunter's Mark ×2,Play Dead ×2,Tracking ×2,Prince Keleseth ★,Devilsaur Egg ×2,Gluttonous Ooze,Spider Bomb,Stitched Tracker ×2,Terrorscale Stalker ×2,Flanking Strike,Houndmaster Shaw ★,Saronite Chain Gang ×2,Carnivorous Cube ×2,Witchwood Grizzly ×2,Deathstalker Rexxar ★,Mossy Horror,Charged Devilsaur,Kathrena Winterwisp ★,King Krush ★,,,,,,,,,,,"4,900"
Spell Hunter,Arcane Shot ×2,Candleshot ×2,Hunter's Mark ×2,Tracking ×2,Explosive Trap ×2,Freezing Trap ×2,Wandering Monster ×2,Animal Companion ×2,Eaglehorn Bow ×2,Kill Command ×2,Unleash the Hounds ×2,Flanking Strike ×2,Lesser Emerald Spellstone ×2,Deathstalker Rexxar ★,To My Side! ×2,Rhok'delar ★,,,,,,,,,,,,,,,"4,900"
Deathrattle Hunter,Candleshot ×2,Hunter's Mark ×2,Play Dead ×2,Tracking ×2,Prince Keleseth ★,Devilsaur Egg ×2,Gluttonous Ooze,Spider Bomb ×2,Stitched Tracker,Terrorscale Stalker ×2,Flanking Strike ×2,Houndmaster Shaw ★,Carnivorous Cube ×2,Giggling Inventor,Witchwood Grizzly ×2,Deathstalker Rexxar ★,Mossy Horror,Savannah Highmane,Kathrena Winterwisp ★,King Krush ★,,,,,,,,,,,"4,700"
Recruit Hunter,Candleshot ×2,Fire Fly ×2,Hunter's Mark,Play Dead ×2,Prince Keleseth ★,Lone Champion,Stitched Tracker ×2,Tar Creeper ×2,Flanking Strike ×2,Houndmaster Shaw ★,Saronite Chain Gang ×2,Spellbreaker,Witchwood Grizzly ×2,Deathstalker Rexxar ★,Seeping Oozeling ×2,Silver Vanguard,Charged Devilsaur ×2,Kathrena Winterwisp ★,The Lich King ★,King Krush ★,,,,,,,,,,,"4,700"
Secret Hunter,Dire Mole ×2,Secretkeeper ×2,Tracking ×2,Crackling Razormaw ×2,Explosive Trap,Freezing Trap,Rat Trap,Snake Trap,Venomstrike Trap,Wandering Monster ×2,Animal Companion ×2,Eaglehorn Bow ×2,Kill Command ×2,Flanking Strike ×2,Houndmaster ×2,Lesser Emerald Spellstone ×2,Subject 9 ★,Deathstalker Rexxar ★,Mossy Horror,,,,,,,,,,,,"4,600"
Deathrattle Hunter,Candleshot ×2,Hunter's Mark ×2,Play Dead ×2,Tracking ×2,Prince Keleseth ★,Devilsaur Egg ×2,Spider Bomb ×2,Terrorscale Stalker ×2,Flanking Strike ×2,Houndmaster Shaw ★,Carnivorous Cube ×2,Giggling Inventor ×2,Witchwood Grizzly ×2,Deathstalker Rexxar ★,Mossy Horror,Savannah Highmane ×2,Kathrena Winterwisp ★,King Krush ★,,,,,,,,,,,,,"4,500"
Deathrattle Hunter,Candleshot ×2,Hunter's Mark ×2,Play Dead ×2,Tracking ×2,Prince Keleseth ★,Devilsaur Egg ×2,Spider Bomb ×2,Stitched Tracker,Terrorscale Stalker ×2,Flanking Strike ×2,Houndmaster Shaw ★,Carnivorous Cube ×2,Witchwood Grizzly ×2,Zilliax ★,Deathstalker Rexxar ★,Mechanical Whelp ×2,Mossy Horror,Kathrena Winterwisp ★,King Krush ★,,,,,,,,,,,,"4,500"
Secret Hunter,Dire Mole ×2,Secretkeeper ×2,Tracking ×2,Crackling Razormaw ×2,Explosive Trap,Freezing Trap,Snake Trap ×2,Venomstrike Trap ×2,Wandering Monster,Animal Companion ×2,Eaglehorn Bow ×2,Kill Command ×2,Flanking Strike ×2,Houndmaster ×2,Lesser Emerald Spellstone ×2,Subject 9 ★,Deathstalker Rexxar ★,Mossy Horror,,,,,,,,,,,,,"4,100"
Midrange Hunter,Candleshot ×2,Dire Mole ×2,Hunter's Mark ×2,Crackling Razormaw ×2,Scavenging Hyena ×2,Vicious Scalehide ×2,Animal Companion ×2,Bearshark ×2,Eaglehorn Bow ×2,Kill Command ×2,Unleash the Hounds ×2,Flanking Strike ×2,Houndmaster ×2,Tundra Rhino ×2,Savannah Highmane ×2,,,,,,,,,,,,,,,,"4,100"
Spell Hunter,Candleshot ×2,Dire Mole ×2,Hunter's Mark,Secretkeeper ×2,Tracking,Crackling Razormaw ×2,Explosive Trap ×2,Freezing Trap ×2,Wandering Monster ×2,Animal Companion ×2,Eaglehorn Bow ×2,Kill Command ×2,Unleash the Hounds ×2,Houndmaster ×2,Spellbreaker ×2,Lesser Emerald Spellstone ×2,,,,,,,,,,,,,,,"3,800"
Secret Hunter,Dire Mole ×2,Secretkeeper ×2,Crackling Razormaw ×2,Explosive Trap,Freezing Trap,Rat Trap,Snake Trap,Snipe,Venomstrike Trap,Wandering Monster,Animal Companion ×2,Eaglehorn Bow ×2,Kill Command ×2,Stitched Tracker,Flanking Strike ×2,Houndmaster ×2,Houndmaster Shaw ★,Lesser Emerald Spellstone ×2,Subject 9 ★,Deathstalker Rexxar ★,Mossy Horror,,,,,,,,,,"3,800"
Deathrattle Hunter,Candleshot ×2,Hunter's Mark ×2,Play Dead ×2,Tracking,Prince Keleseth ★,Devilsaur Egg ×2,Gluttonous Ooze,Mind Control Tech ×2,Stitched Tracker ×2,Terrorscale Stalker ×2,Flanking Strike ×2,Houndmaster Shaw ★,Saronite Chain Gang,Carnivorous Cube ×2,Witchwood Grizzly ×2,Deathstalker Rexxar ★,Mossy Horror,Savannah Highmane,Kathrena Winterwisp ★,King Krush ★,,,,,,,,,,,"3,800"
Deathrattle Hunter,Candleshot ×2,Hunter's Mark ×2,Play Dead ×2,Tracking ×2,Prince Keleseth ★,Devilsaur Egg ×2,Gluttonous Ooze,Spider Bomb ×2,Terrorscale Stalker ×2,Flanking Strike ×2,Houndmaster Shaw ★,Saronite Chain Gang ×2,Carnivorous Cube ×2,Witchwood Grizzly ×2,Deathstalker Rexxar ★,Mossy Horror,Charged Devilsaur,Kathrena Winterwisp ★,King Krush ★,,,,,,,,,,,,"3,700"
Secret Hunter,Dire Mole ×2,Secretkeeper ×2,Crackling Razormaw ×2,Explosive Trap ×2,Freezing Trap ×2,Rat Trap,Snake Trap,Snipe,Venomstrike Trap,Wandering Monster ×2,Animal Companion ×2,Eaglehorn Bow ×2,Kill Command ×2,Flanking Strike ×2,Houndmaster ×2,Lesser Emerald Spellstone ×2,Subject 9 ★,Deathstalker Rexxar ★,,,,,,,,,,,,,"3,600"
Secret Hunter,Dire Mole ×2,Secret Plan,Secretkeeper ×2,Crackling Razormaw ×2,Explosive Trap,Freezing Trap ×2,Rat Trap,Snake Trap,Snipe,Venomstrike Trap,Wandering Monster ×2,Animal Companion ×2,Eaglehorn Bow ×2,Kill Command ×2,Flanking Strike ×2,Houndmaster ×2,Lesser Emerald Spellstone ×2,Subject 9 ★,Deathstalker Rexxar ★,,,,,,,,,,,,"3,400"
Secret Hunter,Dire Mole ×2,Secretkeeper ×2,Tracking,Crackling Razormaw ×2,Explosive Trap,Freezing Trap,Snake Trap,Venomstrike Trap ×2,Wandering Monster ×2,Animal Companion ×2,Bearshark,Eaglehorn Bow ×2,Kill Command ×2,Flanking Strike,Houndmaster ×2,Houndmaster Shaw ★,Lesser Emerald Spellstone ×2,Subject 9 ★,Deathstalker Rexxar ★,Mossy Horror,,,,,,,,,,,"3,300"
Deathrattle Hunter,Candleshot ×2,Hunter's Mark ×2,Play Dead ×2,Tracking ×2,Prince Keleseth ★,Devilsaur Egg ×2,Gluttonous Ooze,Spider Bomb ×2,Terrorscale Stalker ×2,Flanking Strike ×2,Houndmaster Shaw ★,Carnivorous Cube ×2,Giggling Inventor ×2,Witchwood Grizzly ×2,Deathstalker Rexxar ★,Mossy Horror,Charged Devilsaur,Kathrena Winterwisp ★,King Krush ★,,,,,,,,,,,,"3,200"
Odd Hunter,Acherus Veteran ×2,Arcane Shot ×2,Argent Squire ×2,Candleshot ×2,Dire Mole ×2,Fire Fly ×2,Glacial Shard ×2,Tracking ×2,Animal Companion ×2,Eaglehorn Bow ×2,Ironbeak Owl ×2,Kill Command ×2,Unleash the Hounds ×2,Wolfrider ×2,Leeroy Jenkins ★,Baku the Mooneater ★,,,,,,,,,,,,,,,"3,100"
Spell Hunter,Candleshot ×2,Hunter's Mark ×2,Secret Plan ×2,Tracking ×2,Explosive Trap ×2,Wandering Monster ×2,Animal Companion ×2,Deadly Shot,Kill Command ×2,Unleash the Hounds ×2,Dire Frenzy,Flanking Strike ×2,Wing Blast ×2,Lesser Emerald Spellstone ×2,Deathstalker Rexxar ★,To My Side! ×2,Rhok'delar ★,,,,,,,,,,,,,,"3,100"
Deathrattle Hunter,Candleshot ×2,Hunter's Mark ×2,Play Dead ×2,Tracking ×2,Prince Keleseth ★,Devilsaur Egg ×2,Gluttonous Ooze,Spider Bomb ×2,Terrorscale Stalker ×2,Flanking Strike ×2,Houndmaster Shaw ★,Carnivorous Cube ×2,Giggling Inventor ×2,Witchwood Grizzly ×2,Deathstalker Rexxar ★,Mossy Horror,Savannah Highmane,Charged Devilsaur,Kathrena Winterwisp ★,,,,,,,,,,,,"3,000"
Spell Hunter,Candleshot ×2,Hunter's Mark ×2,Secret Plan ×2,Tracking ×2,Explosive Trap ×2,Freezing Trap ×2,Wandering Monster ×2,Animal Companion ×2,Deadly Shot,Eaglehorn Bow ×2,Kill Command ×2,Unleash the Hounds ×2,Flanking Strike ×2,Lesser Emerald Spellstone ×2,Deathstalker Rexxar ★,To My Side! ×2,,,,,,,,,,,,,,,"3,000"
