Deck Name,Card 0,Card 1,Card 2,Card 3,Card 4,Card 5,Card 6,Card 7,Card 8,Card 9,Card 10,Card 11,Card 12,Card 13,Card 14,Card 15,Card 16,Card 17,Card 18,Card 19,Card 20,Card 21,Card 22,Card 23,Card 24,Card 25,Card 26,Card 27,Card 28,Card 29,Games Played
Tempo Rogue,Backstab ×2,Preparation ×2,Bloodmage Thalnos ★,Eviscerate ×2,Loot Hoarder ×2,Sap ×2,Shiv,Augmented Elekk ×2,Edwin VanCleef ★,Fan of Knives ×2,SI:7 Agent ×2,Academic Espionage ×2,Elven Minstrel ×2,Fal'dorei Strider ×2,Vilespine Slayer ×2,Sprint ×2,Valeera the Hollow ★,,,,,,,,,,,,,,"15,000"
Odd Rogue,Argent Squire ×2,Cold Blood ×2,Deadly Poison ×2,Dire Mole ×2,Fire Fly ×2,Southsea Deckhand ×2,Blood Knight ×2,Edwin VanCleef ★,Hench-Clan Thug ×2,SI:7 Agent ×2,Void Ripper ×2,Fungalmancer ×2,Giggling Inventor ×2,Leeroy Jenkins ★,Myra's Unstable Element ★,Vilespine Slayer ×2,Baku the Mooneater ★,,,,,,,,,,,,,,"14,000"
Kingsbane Rogue,Backstab ×2,Preparation ×2,Deadly Poison ×2,Fire Fly ×2,Hallucination ×2,Cavern Shinyfinder ×2,Pick Pocket ×2,Toxicologist ×2,Blink Fox ×2,Edwin VanCleef ★,Fan of Knives ×2,Academic Espionage,Elven Minstrel ×2,Spectral Cutlass ×2,Vilespine Slayer ×2,Tess Greymane ★,Valeera the Hollow ★,,,,,,,,,,,,,,"13,000"
Odd Rogue,Argent Squire ×2,Cold Blood ×2,Deadly Poison ×2,Dire Mole ×2,Fire Fly ×2,Southsea Deckhand ×2,Blink Fox,Blood Knight ×2,Hench-Clan Thug ×2,SI:7 Agent ×2,Vicious Fledgling ×2,Fungalmancer ×2,Giggling Inventor ×2,Leeroy Jenkins ★,Myra's Unstable Element ★,Vilespine Slayer ×2,Baku the Mooneater ★,,,,,,,,,,,,,,"13,000"
Odd Rogue,Argent Squire ×2,Cold Blood ×2,Deadly Poison ×2,Dire Mole ×2,Fire Fly ×2,Southsea Deckhand ×2,Blood Knight ×2,Edwin VanCleef ★,Hench-Clan Thug ×2,SI:7 Agent ×2,Vicious Fledgling ×2,Fungalmancer ×2,Giggling Inventor ×2,Leeroy Jenkins ★,Myra's Unstable Element ★,Vilespine Slayer ×2,Baku the Mooneater ★,,,,,,,,,,,,,,"12,000"
Odd Rogue,Argent Squire ×2,Cold Blood ×2,Deadly Poison ×2,Dire Mole ×2,Fire Fly ×2,Southsea Deckhand ×2,Blink Fox ×2,Blood Knight,Hench-Clan Thug ×2,Ironbeak Owl,SI:7 Agent ×2,Vicious Fledgling ×2,Fungalmancer ×2,Giggling Inventor ×2,Leeroy Jenkins ★,Vilespine Slayer ×2,Baku the Mooneater ★,,,,,,,,,,,,,,"12,000"
Deathrattle Rogue,Backstab ×2,Cold Blood,Fire Fly ×2,Mecharoo ×2,Bloodmage Thalnos ★,Cavern Shinyfinder,Plated Beetle ×2,Devilsaur Egg ×2,Necrium Blade ×2,Sonya Shadowdancer ★,Blightnozzle Crawler ×2,Defender of Argus,Elven Minstrel ×2,Kobold Illusionist,Lesser Onyx Spellstone,Myra Rotspring ★,Necrium Vial ×2,Vilespine Slayer ×2,Mechanical Whelp ×2,,,,,,,,,,,,"10,000"
Kingsbane Rogue,Preparation ×2,Deadly Poison ×2,Doomerang ×2,Kingsbane ★,Cavern Shinyfinder ×2,Leeching Poison ×2,Sap ×2,Toxicologist ×2,Cutthroat Buccaneer ×2,Fan of Knives ×2,Gluttonous Ooze,Blade Flurry,Elven Minstrel ×2,Captain Greenskin ★,Vilespine Slayer,Vanish ×2,Sprint ×2,Valeera the Hollow ★,,,,,,,,,,,,,"10,000"
Odd Rogue,Argent Squire ×2,Cold Blood ×2,Deadly Poison ×2,Dire Mole ×2,Fire Fly ×2,Southsea Deckhand ×2,Blink Fox,Blood Knight ×2,Hench-Clan Thug ×2,SI:7 Agent ×2,Vicious Fledgling ×2,Void Ripper,Fungalmancer ×2,Giggling Inventor ×2,Leeroy Jenkins ★,Vilespine Slayer ×2,Baku the Mooneater ★,,,,,,,,,,,,,,"9,000"
Odd Rogue,Argent Squire ×2,Cold Blood ×2,Deadly Poison ×2,Dire Mole ×2,Fire Fly ×2,Southsea Deckhand ×2,Blink Fox,Blood Knight,Hench-Clan Thug ×2,SI:7 Agent ×2,Vicious Fledgling ×2,Void Ripper,Fungalmancer ×2,Giggling Inventor ×2,Leeroy Jenkins ★,Myra's Unstable Element ★,Vilespine Slayer ×2,Baku the Mooneater ★,,,,,,,,,,,,,"8,200"
Tempo Rogue,Backstab ×2,Preparation ×2,Fire Fly,Eviscerate ×2,Sap ×2,Edwin VanCleef ★,Fan of Knives ×2,Hench-Clan Thug ×2,SI:7 Agent ×2,Academic Espionage ×2,Elven Minstrel ×2,Fal'dorei Strider ×2,Vilespine Slayer ×2,Gadgetzan Auctioneer ×2,Mossy Horror,Sprint ×2,Tess Greymane ★,,,,,,,,,,,,,,"7,800"
Odd Rogue,Argent Squire ×2,Cold Blood ×2,Deadly Poison ×2,Dire Mole ×2,Fire Fly ×2,Southsea Deckhand ×2,Blink Fox ×2,Blood Knight,Hench-Clan Thug ×2,SI:7 Agent ×2,Vicious Fledgling ×2,Void Ripper,Fungalmancer ×2,Giggling Inventor ×2,Leeroy Jenkins ★,Vilespine Slayer ×2,Baku the Mooneater ★,,,,,,,,,,,,,,"7,600"
Odd Rogue,Argent Squire ×2,Cold Blood ×2,Deadly Poison ×2,Dire Mole ×2,Fire Fly ×2,Southsea Deckhand ×2,Blink Fox,Blood Knight,Hench-Clan Thug ×2,Ironbeak Owl,SI:7 Agent ×2,Tar Creeper,Vicious Fledgling ×2,Fungalmancer ×2,Giggling Inventor ×2,Leeroy Jenkins ★,Vilespine Slayer ×2,Baku the Mooneater ★,,,,,,,,,,,,,"7,100"
Kingsbane Rogue,Preparation,Deadly Poison ×2,Doomerang ×2,Kingsbane ★,Cavern Shinyfinder ×2,Leeching Poison ×2,Sap ×2,Shiv ×2,Toxicologist ×2,Cutthroat Buccaneer ×2,Fan of Knives ×2,Blade Flurry,Elven Minstrel,Witchwood Piper ×2,Captain Greenskin ★,Giggling Inventor,Vilespine Slayer,Vanish ×2,Valeera the Hollow ★,,,,,,,,,,,,"6,900"
Quest Rogue,Preparation ×2,Shadowstep ×2,Glacial Shard ×2,Southsea Deckhand ×2,Stonetusk Boar ×2,The Caverns Below ★,Wax Elemental ×2,Novice Engineer ×2,Vicious Scalehide ×2,Youthful Brewmaster ×2,Fan of Knives ×2,Mimic Pod,Sonya Shadowdancer ★,Zola the Gorgon ★,Elven Minstrel,Giggling Inventor ×2,Vanish ×2,Valeera the Hollow ★,,,,,,,,,,,,,"6,900"
Kingsbane Rogue,Preparation ×2,Deadly Poison ×2,Doomerang ×2,Kingsbane ★,Cavern Shinyfinder ×2,Leeching Poison ×2,Sap ×2,Toxicologist ×2,Cutthroat Buccaneer ×2,Fan of Knives ×2,Blade Flurry,Elven Minstrel ×2,Captain Greenskin ★,Vilespine Slayer ×2,Vanish ×2,Sprint ×2,Valeera the Hollow ★,,,,,,,,,,,,,,"6,500"
Quest Rogue,Preparation ×2,Shadowstep ×2,Glacial Shard ×2,Southsea Deckhand ×2,Stonetusk Boar,The Caverns Below ★,Wax Elemental ×2,Novice Engineer ×2,Vicious Scalehide ×2,Youthful Brewmaster ×2,Fan of Knives ×2,Mimic Pod ×2,Sonya Shadowdancer ★,Zola the Gorgon ★,Elven Minstrel,Giggling Inventor ×2,Vanish ×2,Valeera the Hollow ★,,,,,,,,,,,,,"6,200"
Quest Rogue,Preparation ×2,Shadowstep ×2,Glacial Shard ×2,Stonetusk Boar ×2,The Caverns Below ★,Wax Elemental ×2,Lab Recruiter,Novice Engineer ×2,Vicious Scalehide ×2,Youthful Brewmaster ×2,Fan of Knives,Mimic Pod ×2,Sonya Shadowdancer ★,Zola the Gorgon ★,Elven Minstrel ×2,Giggling Inventor ×2,Vanish ×2,Valeera the Hollow ★,,,,,,,,,,,,,"6,100"
Quest Rogue,Preparation ×2,Shadowstep ×2,Glacial Shard ×2,Southsea Deckhand ×2,Stonetusk Boar ×2,The Caverns Below ★,Wax Elemental ×2,Novice Engineer ×2,Vicious Scalehide ×2,Youthful Brewmaster ×2,Fan of Knives,Mimic Pod,Sonya Shadowdancer ★,Zola the Gorgon ★,Elven Minstrel ×2,Giggling Inventor ×2,Vanish ×2,Valeera the Hollow ★,,,,,,,,,,,,,"5,900"
Odd Rogue,Argent Squire ×2,Cold Blood ×2,Deadly Poison ×2,Dire Mole ×2,Fire Fly ×2,Southsea Deckhand ×2,Blink Fox ×2,Blood Knight ×2,Hench-Clan Thug ×2,SI:7 Agent ×2,Vicious Fledgling,Fungalmancer ×2,Giggling Inventor ×2,Leeroy Jenkins ★,Myra's Unstable Element ★,Vilespine Slayer ×2,Baku the Mooneater ★,,,,,,,,,,,,,,"5,800"
Odd Rogue,Argent Squire ×2,Cold Blood ×2,Deadly Poison ×2,Dire Mole ×2,Fire Fly ×2,Southsea Deckhand ×2,Blood Knight ×2,Edwin VanCleef ★,Hench-Clan Thug ×2,SI:7 Agent ×2,Vicious Fledgling ×2,Void Ripper,Fungalmancer ×2,Giggling Inventor ×2,Leeroy Jenkins ★,Vilespine Slayer ×2,Baku the Mooneater ★,,,,,,,,,,,,,,"5,700"
Malygos Rogue,Backstab ×2,Preparation ×2,Sinister Strike ×2,Cavern Shinyfinder,Evasion ×2,Eviscerate ×2,Razorpetal Volley ×2,Sap ×2,Shiv ×2,Sudden Betrayal ×2,Fan of Knives ×2,Necrium Blade ×2,Elven Minstrel ×2,Kobold Illusionist,Necrium Vial,Vanish ×2,Malygos ★,,,,,,,,,,,,,,"5,500"
Quest Rogue,Backstab,Preparation ×2,Shadowstep ×2,Glacial Shard ×2,Southsea Deckhand ×2,The Caverns Below ★,Wax Elemental ×2,Novice Engineer ×2,Vicious Scalehide ×2,Youthful Brewmaster ×2,Fan of Knives,Mimic Pod ×2,Sonya Shadowdancer ★,Zola the Gorgon ★,Elven Minstrel ×2,Giggling Inventor ×2,Vanish ×2,Valeera the Hollow ★,,,,,,,,,,,,,"5,500"
Odd Rogue,Argent Squire ×2,Cold Blood ×2,Deadly Poison ×2,Dire Mole ×2,Fire Fly ×2,Southsea Deckhand ×2,Blink Fox,Blood Knight ×2,Edwin VanCleef ★,Hench-Clan Thug ×2,SI:7 Agent ×2,Void Ripper,Fungalmancer ×2,Giggling Inventor ×2,Leeroy Jenkins ★,Myra's Unstable Element ★,Vilespine Slayer ×2,Baku the Mooneater ★,,,,,,,,,,,,,"5,400"
Tempo Rogue,Backstab ×2,Preparation ×2,Cold Blood ×2,Fire Fly,Eviscerate ×2,Sap ×2,Shiv,Augmented Elekk ×2,Edwin VanCleef ★,Fan of Knives ×2,Hench-Clan Thug ×2,Elven Minstrel ×2,Fal'dorei Strider ×2,Giggling Inventor,Leeroy Jenkins ★,Vilespine Slayer,Zilliax ★,Gadgetzan Auctioneer ×2,Mossy Horror,,,,,,,,,,,,"5,300"
Odd Rogue,Argent Squire ×2,Cold Blood ×2,Deadly Poison ×2,Dire Mole ×2,Fire Fly ×2,Southsea Deckhand ×2,Blink Fox ×2,Blood Knight,Hench-Clan Thug ×2,SI:7 Agent ×2,Vicious Fledgling ×2,Fungalmancer ×2,Giggling Inventor ×2,Leeroy Jenkins ★,Myra's Unstable Element ★,Vilespine Slayer ×2,Baku the Mooneater ★,,,,,,,,,,,,,,"5,100"
Quest Rogue,Preparation ×2,Shadowstep ×2,Glacial Shard ×2,Southsea Deckhand ×2,Stonetusk Boar,The Caverns Below ★,Wax Elemental ×2,Novice Engineer ×2,Vicious Scalehide ×2,Youthful Brewmaster ×2,Fan of Knives,Mimic Pod ×2,Sonya Shadowdancer ★,Zola the Gorgon ★,Elven Minstrel ×2,Giggling Inventor ×2,Vanish ×2,Valeera the Hollow ★,,,,,,,,,,,,,"5,000"
Malygos Rogue,Backstab ×2,Preparation ×2,Sinister Strike ×2,Cheap Shot ×2,Eviscerate ×2,Razorpetal Volley ×2,Sap ×2,Shiv ×2,Sudden Betrayal ×2,Fan of Knives ×2,Necrium Blade ×2,Elven Minstrel ×2,Kobold Illusionist,Assassinate,Necrium Vial,Vanish ×2,Malygos ★,,,,,,,,,,,,,,"4,900"
Pogo Rogue,Backstab ×2,Preparation ×2,Shadowstep ×2,Bloodmage Thalnos ★,Lab Recruiter ×2,Pogo-Hopper ×2,Sap ×2,Fan of Knives ×2,Mimic Pod ×2,Sonya Shadowdancer ★,Elven Minstrel ×2,Witchwood Piper,Giggling Inventor ×2,Vilespine Slayer ×2,Zilliax ★,Vanish ×2,Sprint,Valeera the Hollow ★,,,,,,,,,,,,,"4,700"
Odd Rogue,Argent Squire ×2,Cold Blood ×2,Deadly Poison ×2,Dire Mole ×2,Fire Fly ×2,Southsea Deckhand ×2,Blink Fox ×2,Blood Knight,Edwin VanCleef ★,Hench-Clan Thug ×2,SI:7 Agent ×2,Vicious Fledgling ×2,Fungalmancer ×2,Giggling Inventor ×2,Leeroy Jenkins ★,Vilespine Slayer ×2,Baku the Mooneater ★,,,,,,,,,,,,,,"4,700"
Odd Rogue,Argent Squire ×2,Cold Blood ×2,Deadly Poison ×2,Dire Mole ×2,Fire Fly ×2,Southsea Deckhand ×2,Blood Knight,Edwin VanCleef ★,Hench-Clan Thug ×2,SI:7 Agent ×2,Vicious Fledgling ×2,Void Ripper,Fungalmancer ×2,Giggling Inventor ×2,Leeroy Jenkins ★,Myra's Unstable Element ★,Vilespine Slayer ×2,Baku the Mooneater ★,,,,,,,,,,,,,"4,600"
Odd Rogue,Argent Squire ×2,Cold Blood ×2,Deadly Poison ×2,Dire Mole ×2,Fire Fly ×2,Southsea Deckhand ×2,Blood Knight ×2,Hench-Clan Thug ×2,Ironbeak Owl,SI:7 Agent ×2,Vicious Fledgling ×2,Void Ripper,Fungalmancer ×2,Giggling Inventor ×2,Leeroy Jenkins ★,Vilespine Slayer ×2,Baku the Mooneater ★,,,,,,,,,,,,,,"4,400"
Odd Rogue,Argent Squire ×2,Cold Blood ×2,Deadly Poison ×2,Dire Mole ×2,Fire Fly ×2,Southsea Deckhand ×2,Blink Fox ×2,Blood Knight ×2,Edwin VanCleef ★,Hench-Clan Thug ×2,SI:7 Agent ×2,Fungalmancer ×2,Giggling Inventor ×2,Leeroy Jenkins ★,Myra's Unstable Element ★,Vilespine Slayer ×2,Baku the Mooneater ★,,,,,,,,,,,,,,"4,400"
Odd Rogue,Argent Squire ×2,Cold Blood ×2,Deadly Poison ×2,Dire Mole ×2,Fire Fly ×2,Southsea Deckhand ×2,Blood Knight ×2,Hench-Clan Thug ×2,SI:7 Agent ×2,Vicious Fledgling ×2,Void Ripper,Fungalmancer ×2,Giggling Inventor,Leeroy Jenkins ★,Myra's Unstable Element ★,Spiteful Smith,Vilespine Slayer ×2,Baku the Mooneater ★,,,,,,,,,,,,,"4,300"
Tempo Rogue,Backstab ×2,Preparation ×2,Bloodmage Thalnos ★,Eviscerate ×2,Sap ×2,Shiv ×2,Augmented Elekk ×2,Edwin VanCleef ★,Fan of Knives ×2,Hench-Clan Thug ×2,SI:7 Agent ×2,Academic Espionage,Elven Minstrel ×2,Fal'dorei Strider ×2,Vilespine Slayer ×2,Gadgetzan Auctioneer,Sprint ×2,,,,,,,,,,,,,,"4,300"
Deathrattle Rogue,Backstab ×2,Preparation ×2,Cold Blood ×2,Fire Fly ×2,Cavern Shinyfinder,Eviscerate ×2,Sap ×2,Devilsaur Egg ×2,Necrium Blade ×2,Void Ripper ×2,Blightnozzle Crawler,Elven Minstrel ×2,Carnivorous Cube ×2,Leeroy Jenkins ★,Necrium Vial ×2,Zilliax ★,Mechanical Whelp ×2,,,,,,,,,,,,,,"4,300"
Tempo Rogue,Backstab ×2,Preparation ×2,Shadowstep ×2,Hallucination ×2,Sap ×2,Augmented Elekk,Blink Fox ×2,Fan of Knives ×2,SI:7 Agent ×2,Academic Espionage ×2,Fal'dorei Strider ×2,Giggling Inventor ×2,Vilespine Slayer ×2,Zilliax ★,Sprint ×2,Tess Greymane ★,Valeera the Hollow ★,,,,,,,,,,,,,,"4,300"
Malygos Rogue,Backstab ×2,Preparation ×2,Sinister Strike ×2,Cavern Shinyfinder,Cheap Shot ×2,Eviscerate ×2,Razorpetal Volley ×2,Sap ×2,Shiv ×2,Sudden Betrayal,Fan of Knives ×2,Necrium Blade ×2,Elven Minstrel ×2,Kobold Illusionist,Assassinate,Necrium Vial,Vanish ×2,Malygos ★,,,,,,,,,,,,,"4,200"
Odd Rogue,Argent Squire ×2,Cold Blood ×2,Deadly Poison ×2,Dire Mole ×2,Fire Fly ×2,Southsea Deckhand ×2,Blood Knight ×2,Hench-Clan Thug ×2,SI:7 Agent ×2,Vicious Fledgling ×2,Void Ripper,Cobalt Scalebane,Fungalmancer ×2,Giggling Inventor ×2,Leeroy Jenkins ★,Vilespine Slayer ×2,Baku the Mooneater ★,,,,,,,,,,,,,,"4,200"
Quest Rogue,Preparation ×2,Shadowstep ×2,Glacial Shard ×2,Southsea Deckhand ×2,Stonetusk Boar ×2,The Caverns Below ★,Wax Elemental,Novice Engineer ×2,Vicious Scalehide ×2,Youthful Brewmaster ×2,Fan of Knives ×2,Mimic Pod,Sonya Shadowdancer ★,Zola the Gorgon ★,Elven Minstrel ×2,Giggling Inventor ×2,Vanish ×2,Valeera the Hollow ★,,,,,,,,,,,,,"4,200"
Quest Rogue,Backstab ×2,Preparation ×2,Shadowstep ×2,Glacial Shard ×2,Southsea Deckhand ×2,The Caverns Below ★,Wax Elemental ×2,Novice Engineer ×2,Vicious Scalehide ×2,Youthful Brewmaster ×2,Mimic Pod ×2,Sonya Shadowdancer ★,Zola the Gorgon ★,Elven Minstrel ×2,Giggling Inventor ×2,Vanish ×2,Valeera the Hollow ★,,,,,,,,,,,,,,"4,200"
Quest Rogue,Backstab ×2,Preparation ×2,Shadowstep ×2,Glacial Shard ×2,Southsea Deckhand ×2,The Caverns Below ★,Lab Recruiter,Novice Engineer ×2,Vicious Scalehide ×2,Youthful Brewmaster ×2,Fan of Knives ×2,Mimic Pod,Sonya Shadowdancer ★,Zola the Gorgon ★,Elven Minstrel ×2,Giggling Inventor ×2,Vanish ×2,Valeera the Hollow ★,,,,,,,,,,,,,"4,200"
Odd Rogue,Argent Squire ×2,Cold Blood ×2,Deadly Poison ×2,Dire Mole ×2,Fire Fly ×2,Southsea Deckhand ×2,Blink Fox,Blood Knight ×2,Hench-Clan Thug ×2,SI:7 Agent ×2,Tar Creeper,Vicious Fledgling ×2,Fungalmancer ×2,Giggling Inventor ×2,Leeroy Jenkins ★,Vilespine Slayer ×2,Baku the Mooneater ★,,,,,,,,,,,,,,"4,000"
Tempo Rogue,Backstab ×2,Preparation ×2,Fire Fly ×2,Bloodmage Thalnos ★,Eviscerate ×2,Loot Hoarder ×2,Augmented Elekk ×2,Edwin VanCleef ★,Fan of Knives ×2,SI:7 Agent ×2,Academic Espionage ×2,Elven Minstrel ×2,Fal'dorei Strider ×2,Witchwood Piper ×2,Vilespine Slayer ×2,Sprint ×2,,,,,,,,,,,,,,,"4,000"
Quest Rogue,Preparation ×2,Shadowstep ×2,Glacial Shard ×2,Southsea Deckhand ×2,The Caverns Below ★,Wax Elemental ×2,Novice Engineer ×2,Vicious Scalehide ×2,Youthful Brewmaster ×2,Fan of Knives ×2,Mimic Pod ×2,Sonya Shadowdancer ★,Zola the Gorgon ★,Elven Minstrel ×2,Giggling Inventor ×2,Vanish ×2,Valeera the Hollow ★,,,,,,,,,,,,,,"3,900"
Quest Rogue,Preparation ×2,Shadowstep ×2,Glacial Shard ×2,Stonetusk Boar ×2,The Caverns Below ★,Wax Elemental ×2,Lab Recruiter ×2,Novice Engineer ×2,Vicious Scalehide ×2,Youthful Brewmaster ×2,Mimic Pod ×2,Sonya Shadowdancer ★,Zola the Gorgon ★,Elven Minstrel ×2,Giggling Inventor ×2,Vanish ×2,Valeera the Hollow ★,,,,,,,,,,,,,,"3,900"
Odd Rogue,Argent Squire ×2,Cold Blood ×2,Deadly Poison ×2,Dire Mole ×2,Fire Fly ×2,Southsea Deckhand ×2,Blood Knight ×2,Edwin VanCleef ★,Hench-Clan Thug ×2,SI:7 Agent ×2,Vicious Fledgling,Void Ripper,Fungalmancer ×2,Giggling Inventor ×2,Leeroy Jenkins ★,Myra's Unstable Element ★,Vilespine Slayer ×2,Baku the Mooneater ★,,,,,,,,,,,,,"3,900"
Odd Rogue,Argent Squire ×2,Cold Blood ×2,Deadly Poison ×2,Dire Mole ×2,Fire Fly ×2,Southsea Deckhand ×2,Blink Fox ×2,Hench-Clan Thug ×2,SI:7 Agent ×2,Vicious Fledgling,Void Ripper ×2,Fungalmancer ×2,Giggling Inventor ×2,Leeroy Jenkins ★,Myra's Unstable Element ★,Vilespine Slayer ×2,Baku the Mooneater ★,,,,,,,,,,,,,,"3,900"
Odd Rogue,Argent Squire ×2,Cold Blood ×2,Deadly Poison ×2,Dire Mole ×2,Fire Fly ×2,Southsea Deckhand ×2,Blood Knight,Hench-Clan Thug ×2,Ironbeak Owl,SI:7 Agent ×2,Vicious Fledgling ×2,Void Ripper,Fungalmancer ×2,Giggling Inventor ×2,Leeroy Jenkins ★,Myra's Unstable Element ★,Vilespine Slayer ×2,Baku the Mooneater ★,,,,,,,,,,,,,"3,800"
Odd Rogue,Cold Blood ×2,Crystallizer ×2,Deadly Poison ×2,Dire Mole ×2,Fire Fly ×2,Southsea Deckhand ×2,Blink Fox ×2,Blood Knight ×2,Edwin VanCleef ★,Hench-Clan Thug ×2,SI:7 Agent ×2,Fungalmancer ×2,Giggling Inventor ×2,Leeroy Jenkins ★,Myra's Unstable Element ★,Vilespine Slayer ×2,Baku the Mooneater ★,,,,,,,,,,,,,,"3,800"
Malygos Rogue,Backstab ×2,Preparation ×2,Deadly Poison,Sinister Strike ×2,Cavern Shinyfinder,Eviscerate ×2,Razorpetal Volley ×2,Roll the Bones ×2,Sap ×2,Shiv ×2,Fan of Knives ×2,Necrium Blade ×2,Elven Minstrel ×2,Kobold Illusionist,Necrium Vial,Vanish ×2,Malygos ★,Valeera the Hollow ★,,,,,,,,,,,,,"3,600"
Odd Rogue,Argent Squire ×2,Cold Blood ×2,Deadly Poison ×2,Dire Mole ×2,Fire Fly ×2,Southsea Deckhand ×2,Blink Fox,Blood Knight ×2,Hench-Clan Thug ×2,SI:7 Agent ×2,Vicious Fledgling,Void Ripper,Fungalmancer ×2,Giggling Inventor ×2,Leeroy Jenkins ★,Myra's Unstable Element ★,Vilespine Slayer ×2,Baku the Mooneater ★,,,,,,,,,,,,,"3,600"
